"","Date","Latitude","Longitude","year","Water temperature (WT.6)","Water temperature (WT.6) Code","Water temperature (WT.6) Tier","Water temperature (WT.6) Units","Water temperature (WT.7)","Water temperature (WT.7) Code","Water temperature (WT.7) Units","Water temperature (WT.10)","Water temperature (WT.10) Code","Water temperature (WT.10) Tier","Water temperature (WT.10) Units","pH (PH.3)","pH (PH.3) Code","pH (PH.3) Tier","pH (PH.3) Units","pH (PH.7)","pH (PH.7) Code","pH (PH.7) Tier","pH (PH.7) Units","pH (PH.10)","pH (PH.10) Code","pH (PH.10) Tier","pH (PH.10) Units"
"89",2018-01-19,37.9205,-78.9879,2018,NA,NA,NA,NA,NA,NA,NA,0.777777778,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"90",2018-01-19,37.944862,-78.964713,2018,NA,NA,NA,NA,NA,NA,NA,3.777777778,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"91",2020-01-19,37.980752,-78.953412,2020,NA,NA,NA,NA,NA,NA,NA,5.388888889,"WT.10",1,"deg C",5.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"92",2020-01-19,37.966452,-78.955626,2020,NA,NA,NA,NA,NA,NA,NA,5.277777778,"WT.10",1,"deg C",5.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"93",2020-01-19,37.971351,-78.964351,2020,NA,NA,NA,NA,NA,NA,NA,5.777777778,"WT.10",1,"deg C",5.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"94",2020-01-19,37.967042,-78.956641,2020,NA,NA,NA,NA,NA,NA,NA,6,"WT.10",1,"deg C",5.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"95",2013-01-20,40.90458,-78.10922,2013,NA,NA,NA,NA,NA,NA,NA,5.611111111,"WT.10",1,"deg C",6,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"96",2013-01-20,40.94253,-78.12451,2013,NA,NA,NA,NA,NA,NA,NA,5,"WT.10",1,"deg C",6,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"97",2018-01-20,38.19035,-79.42254,2018,NA,NA,NA,NA,NA,NA,NA,3.055555556,"WT.10",1,"deg C",5.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"98",2018-01-20,38.18525,-79.39462,2018,NA,NA,NA,NA,NA,NA,NA,4.777777778,"WT.10",1,"deg C",6.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"99",2018-01-20,38.220944,-79.144206,2018,NA,NA,NA,NA,NA,NA,NA,5.388888889,"WT.10",1,"deg C",6.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"100",2018-01-20,38.16906,-79.46398,2018,NA,NA,NA,NA,NA,NA,NA,2.888888889,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"101",2018-01-20,38.20461,-79.14644,2018,NA,NA,NA,NA,NA,NA,NA,6.888888889,"WT.10",1,"deg C",6.75,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"102",2017-01-21,38.197188,-79.68974,2017,NA,NA,NA,NA,NA,NA,NA,7.888888889,"WT.10",1,"deg C",7,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"103",2017-01-21,38.194288,-79.692486,2017,NA,NA,NA,NA,NA,NA,NA,7.777777778,"WT.10",1,"deg C",7,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"104",2017-01-22,38.220944,-79.144206,2017,NA,NA,NA,NA,NA,NA,NA,9.388888889,"WT.10",1,"deg C",7,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"105",2017-01-22,38.20461,-79.14644,2017,NA,NA,NA,NA,NA,NA,NA,9.666666667,"WT.10",1,"deg C",7,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"106",2018-01-22,38.026184,-79.06562,2018,NA,NA,NA,NA,NA,NA,NA,7.5,"WT.10",1,"deg C",8,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"107",2016-01-23,40.82668,-78.1111,2016,NA,NA,NA,NA,NA,NA,NA,3.222222222,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"108",2016-01-23,40.94715,-77.82855,2016,NA,NA,NA,NA,NA,NA,NA,0.055555556,"WT.10",1,"deg C",6,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"109",2018-01-23,38.27618,-79.31866,2018,NA,NA,NA,NA,NA,NA,NA,3.888888889,"WT.10",1,"deg C",4.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"110",2018-01-23,38.28307,-79.32193,2018,NA,NA,NA,NA,NA,NA,NA,6.666666667,"WT.10",1,"deg C",4.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"111",2018-01-23,38.12785,-79.49928,2018,NA,NA,NA,NA,NA,NA,NA,9,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"112",2018-01-23,38.13684,-79.49133,2018,NA,NA,NA,NA,NA,NA,NA,4.666666667,"WT.10",1,"deg C",4.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"113",2019-01-23,37.9205,-78.9879,2019,NA,NA,NA,NA,NA,NA,NA,4.166666667,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"114",2019-01-23,37.944862,-78.964713,2019,NA,NA,NA,NA,NA,NA,NA,4.777777778,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"115",2017-01-24,38.19035,-79.42254,2017,NA,NA,NA,NA,NA,NA,NA,7.277777778,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"116",2017-01-24,38.18525,-79.39462,2017,NA,NA,NA,NA,NA,NA,NA,7.166666667,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"117",2017-01-24,38.16906,-79.46398,2017,NA,NA,NA,NA,NA,NA,NA,7.277777778,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"118",2018-01-24,38.013481,-78.98915,2018,NA,NA,NA,NA,NA,NA,NA,6.888888889,"WT.10",1,"deg C",7.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"119",2019-01-24,38.26031,-79.37106,2019,NA,NA,NA,NA,NA,NA,NA,6.833333333,"WT.10",1,"deg C",4.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"120",2019-01-24,38.23334,-79.34763,2019,NA,NA,NA,NA,NA,NA,NA,6.611111111,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"121",2019-01-24,38.29134,-79.34538,2019,NA,NA,NA,NA,NA,NA,NA,6.388888889,"WT.10",1,"deg C",4.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"122",2019-01-24,38.309539,-79.359504,2019,NA,NA,NA,NA,NA,NA,NA,5.722222222,"WT.10",1,"deg C",4.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"123",2018-01-25,38.197188,-79.68974,2018,NA,NA,NA,NA,NA,NA,NA,3,"WT.10",1,"deg C",7.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"124",2018-01-25,38.194288,-79.692486,2018,NA,NA,NA,NA,NA,NA,NA,3.388888889,"WT.10",1,"deg C",7,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"125",2019-01-25,38.013481,-78.98915,2019,NA,NA,NA,NA,NA,NA,NA,4.055555556,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"126",2019-01-25,38.026184,-79.06562,2019,NA,NA,NA,NA,NA,NA,NA,4.777777778,"WT.10",1,"deg C",6.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"127",2020-01-25,38.20461,-79.14644,2020,NA,NA,NA,NA,NA,NA,NA,6,"WT.10",1,"deg C",6,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"128",2020-01-26,38.220944,-79.144206,2020,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"129",2013-01-27,40.89526,-78.20605,2013,NA,NA,NA,NA,NA,NA,NA,3.277777778,"WT.10",1,"deg C",6,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"130",2015-01-27,40.935392,-78.022634,2015,NA,NA,NA,NA,NA,NA,NA,0.666666667,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"131",2015-01-27,40.82668,-78.1111,2015,NA,NA,NA,NA,NA,NA,NA,1.777777778,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
