"","Date","Latitude","Longitude","pH"
"45",2018-05-31,38.9699,-76.4996,6.5
"46",2018-05-31,38.9695,-76.5023,6.6
"47",2018-05-31,38.9753,-76.4782,7.1
"48",2018-05-31,38.9753,-76.4837,6.1
"49",2019-05-31,39.6611,-75.9323,6.65
"50",2019-05-31,39.6814,-75.9517,6.5
"51",2019-06-04,39.5988,-75.952,6.86
"52",2019-06-09,38.0279,-77.2329,7.11
"53",2019-06-12,39.5693,-75.9723,8.25
"54",2019-06-17,39.6611,-75.9323,6.79
"55",2019-06-17,39.6814,-75.9517,6.87
"56",2019-06-19,39.6486,-75.9555,6.32
"57",2018-06-24,37.9080349,-77.2992656,6.29
"58",2019-06-28,39.6022,-75.9437,7.01
"59",2019-06-28,39.5958,-75.9441,8.5
"60",2019-06-28,39.5927,-75.9469,8.54
"61",2019-06-28,38.290616,-76.848728,5.6
"62",2019-07-01,39.5693,-75.9723,8.14
"63",2019-07-01,39.5988,-75.952,6.48
"64",2019-07-01,38.290616,-76.848728,5.7
"65",2019-07-02,38.291747,-76.846396,7.2
"66",2019-07-03,38.290616,-76.848728,7.2
"67",2019-07-08,38.290616,-76.848728,7.1
"68",2019-07-10,38.291747,-76.846396,8.9
"69",2019-07-13,39.5693,-75.9723,9.26
"70",2019-07-13,39.6486,-75.9555,7.15
"71",2019-07-14,38.0279,-77.2329,6.96
"72",2019-07-16,38.291747,-76.846396,8.9
"73",2019-07-19,39.6611,-75.9323,7.2
"74",2019-07-19,39.6814,-75.9517,7.08
"75",2019-07-22,38.290616,-76.848728,9
"76",2019-07-27,39.6022,-75.9437,6.6
"77",2019-07-27,39.5958,-75.9441,8.26
"78",2019-07-27,39.5927,-75.9469,8.72
"79",2019-07-27,38.291747,-76.846396,8.9
"80",2019-07-29,38.290616,-76.848728,9
"81",2019-08-01,39.5988,-75.952,6.38
"82",2019-08-04,38.290616,-76.848728,9
"83",2019-08-09,38.290616,-76.848728,9.3
"84",2019-08-10,38.0279,-77.2329,7.12
"85",2019-08-12,39.5693,-75.9723,9.15
"86",2019-08-12,39.6486,-75.9555,7.53
"87",2019-08-21,39.6611,-75.9323,7.54
"88",2019-08-21,39.6814,-75.9517,7.01
"89",2019-08-23,39.6022,-75.9437,6.97
"90",2019-08-23,39.5958,-75.9441,6.7
"91",2019-08-23,39.5927,-75.9469,8.28
"92",2018-08-26,37.9080349,-77.2992656,7.04
"93",2019-09-03,39.5988,-75.952,6.63
"94",2019-09-05,37.9824,-79.23625,8.43
"95",2019-09-08,38.0279,-77.2329,7.21
"96",2019-09-17,39.5693,-75.9723,8.55
"97",2019-09-17,39.6486,-75.9555,7.32
"98",2019-09-19,39.6611,-75.9323,7.21
"99",2019-09-19,39.6814,-75.9517,7.16
"100",2019-09-28,39.6022,-75.9437,6.89
"101",2019-09-28,39.5958,-75.9441,8.33
"102",2019-09-28,39.5927,-75.9469,8.08
"103",2019-10-02,39.5988,-75.952,6.04
"104",2019-10-02,39.5988,-75.952,6.4
"105",2019-10-03,37.9824,-79.23625,8.32
"106",2019-10-03,37.9824,-79.23625,8.36
"107",2019-10-12,39.5693,-75.9723,8.27
"108",2019-10-12,39.5693,-75.9723,8.16
"109",2019-10-12,39.6486,-75.9555,6.55
"110",2019-10-12,39.6486,-75.9555,6.97
"111",2019-10-13,39.6611,-75.9323,7.34
"112",2019-10-13,39.6611,-75.9323,7.79
"113",2019-10-13,39.6814,-75.9517,6.82
"114",2019-10-13,39.6814,-75.9517,7.22
"115",2019-10-25,38.0279,-77.2329,6.85
"116",2019-10-25,38.0279,-77.2329,6.83
"117",2019-11-02,39.6022,-75.9437,6.71
"118",2019-11-02,39.5958,-75.9441,6.61
"119",2019-11-02,39.5927,-75.9469,7.26
"120",2019-11-02,39.5927,-75.9469,7.59
"121",2018-11-04,37.9080349,-77.2992656,6.82
"122",2019-11-06,37.9824,-79.23625,7.84
"123",2019-11-07,39.5988,-75.952,6.83
"124",2019-11-10,38.0279,-77.2329,6.35
"125",2019-11-11,39.5693,-75.9723,8.23
"126",2019-11-11,39.6486,-75.9555,7.07
"127",2019-11-23,39.6611,-75.9323,7.93
"128",2019-11-23,39.6814,-75.9517,7.21
"129",2019-11-29,39.6022,-75.9437,6.6
"130",2019-11-29,39.5958,-75.9441,6.96
"131",2019-11-29,39.5927,-75.9469,7.18
"132",2019-12-02,37.9824,-79.23625,8.19
"133",2019-12-08,38.0279,-77.2329,7.12
"134",1993-01-01,40.17663,-77.18537,6.75
"135",1993-01-01,40.23487,-77.14193,7.2
"136",1993-01-01,40.17667,-77.18507,6.65
"137",1993-01-01,40.17999,-77.18692,6.35
"138",1993-01-01,40.18844,-77.18606,6.85
"139",1993-01-01,40.19528,-77.18423,7
"140",1993-01-01,40.20792,-77.18104,7.5
"141",1993-01-01,40.21418,-77.16883,7.5
"142",1993-01-01,40.21847,-77.16003,7.15
"143",1993-01-01,40.22429,-77.14928,7.15
"144",1994-01-01,40.17663,-77.18537,7.5
"145",1994-01-01,40.23487,-77.14193,7.9
"146",1994-01-01,40.17667,-77.18507,7.4
"147",1994-01-01,40.17999,-77.18692,7
"148",1994-01-01,40.18844,-77.18606,7.2
"149",1994-01-01,40.19528,-77.18423,7.6
"150",1994-01-01,40.20792,-77.18104,7.5
"151",1994-01-01,40.21418,-77.16883,7
"152",1994-01-01,40.21847,-77.16003,7.1
"153",1994-01-01,40.22429,-77.14928,7.1
"154",1995-01-01,40.17663,-77.18537,7
"155",1995-01-01,40.23487,-77.14193,7.5
"156",1995-01-01,40.17667,-77.18507,7.1
"157",1995-01-01,40.17999,-77.18692,7.1
"158",1995-01-01,40.18844,-77.18606,7.3
"159",1995-01-01,40.19528,-77.18423,7.4
"160",1995-01-01,40.20792,-77.18104,7.2
"161",1995-01-01,40.21418,-77.16883,7.4
"162",1995-01-01,40.21847,-77.16003,7.3
"163",1995-01-01,40.22429,-77.14928,7.3
"164",2003-01-03,40.17663,-77.18537,7.8
"165",2003-01-03,40.23487,-77.14193,7.8
"166",2003-01-03,40.17667,-77.18507,7.8
"167",2003-01-03,40.17999,-77.18692,7.5
"168",2003-01-03,40.18844,-77.18606,7.8
"169",2003-01-03,40.19528,-77.18423,8.2
"170",2003-01-03,40.20792,-77.18104,8
"171",2003-01-03,40.21418,-77.16883,7.6
"172",2003-01-03,40.21847,-77.16003,7.6
"173",2003-01-03,40.22429,-77.14928,7.8
"174",2003-01-03,40.19568,-77.18767,7.4
"175",2003-01-03,40.19608,-77.18518,7.2
"176",2017-01-06,40.17663,-77.18537,7.7
"177",2007-01-07,40.17663,-77.18537,7.78
"178",2007-01-07,40.23487,-77.14193,8.36
"179",2007-01-07,40.17667,-77.18507,8.06
"180",2007-01-07,40.17999,-77.18692,7.95
"181",2007-01-07,40.18844,-77.18606,8.14
"182",2007-01-07,40.19528,-77.18423,8.33
"183",2007-01-07,40.20792,-77.18104,8.42
"184",2007-01-07,40.21418,-77.16883,8.09
"185",2007-01-07,40.21847,-77.16003,8.2
"186",2007-01-07,40.22429,-77.14928,8.2
"187",2007-01-07,40.19568,-77.18767,7.55
"188",2007-01-07,40.19608,-77.18518,7.93
"189",1997-01-08,40.17663,-77.18537,7.41
"190",1997-01-08,40.23487,-77.14193,7.57
"191",1997-01-08,40.17667,-77.18507,7.43
"192",1997-01-08,40.17999,-77.18692,7.5
"193",1997-01-08,40.18844,-77.18606,7.48
"194",1997-01-08,40.19528,-77.18423,7.74
"195",1997-01-08,40.20792,-77.18104,7.6
"196",1997-01-08,40.21418,-77.16883,7.61
"197",1997-01-08,40.21847,-77.16003,7.59
"198",1997-01-08,40.22429,-77.14928,7.61
"199",1998-01-08,40.17663,-77.18537,7.6
"200",1998-01-08,40.23487,-77.14193,7.8
"201",1998-01-08,40.17667,-77.18507,7.6
"202",1998-01-08,40.17999,-77.18692,7.7
"203",1998-01-08,40.18844,-77.18606,7.6
"204",1998-01-08,40.19528,-77.18423,7.5
"205",1998-01-08,40.20792,-77.18104,7.5
"206",1998-01-08,40.21418,-77.16883,7.6
"207",1998-01-08,40.21847,-77.16003,7.8
"208",1998-01-08,40.22429,-77.14928,7.8
"209",1999-01-08,40.17663,-77.18537,7.5
"210",1999-01-08,40.23487,-77.14193,7.7
"211",1999-01-08,40.17667,-77.18507,7.6
"212",1999-01-08,40.17999,-77.18692,7.6
"213",1999-01-08,40.18844,-77.18606,7.6
"214",1999-01-08,40.19528,-77.18423,7.5
"215",1999-01-08,40.20792,-77.18104,7.6
"216",1999-01-08,40.21418,-77.16883,7.6
"217",1999-01-08,40.21847,-77.16003,7.7
"218",1999-01-08,40.22429,-77.14928,7.8
"219",2008-01-08,40.17663,-77.18537,7.6
"220",2008-01-08,40.23487,-77.14193,8.11
"221",2008-01-08,40.17667,-77.18507,8
"222",2008-01-08,40.17999,-77.18692,7.84
"223",2008-01-08,40.18844,-77.18606,7.97
"224",2008-01-08,40.19528,-77.18423,8.12
"225",2008-01-08,40.20792,-77.18104,8.13
"226",2008-01-08,40.21418,-77.16883,7.83
"227",2008-01-08,40.21847,-77.16003,7.91
"228",2008-01-08,40.22429,-77.14928,7.9
"229",2008-01-08,40.19568,-77.18767,7.24
"230",2008-01-08,40.19608,-77.18518,7.3
"231",2008-01-08,40.19588,-77.18745,7.63
"232",2009-01-09,40.17663,-77.18537,7.74
"233",2009-01-09,40.23487,-77.14193,8.15
"234",2009-01-09,40.17667,-77.18507,7.92
"235",2009-01-09,40.17999,-77.18692,7.82
"236",2009-01-09,40.18844,-77.18606,8.07
"237",2009-01-09,40.19528,-77.18423,8.14
"238",2009-01-09,40.20792,-77.18104,8.28
"239",2009-01-09,40.21418,-77.16883,8.03
"240",2009-01-09,40.21847,-77.16003,8.13
"241",2009-01-09,40.22429,-77.14928,8.08
"242",2009-01-09,40.19568,-77.18767,7.55
"243",2009-01-09,40.19608,-77.18518,7.6
"244",2009-01-09,40.19588,-77.18745,7.76
"245",2020-01-13,40.17999,-77.18692,7.92
"246",2020-01-13,40.17667,-77.18507,8.24
"247",2020-01-13,40.17663,-77.18537,7.74
"248",2020-01-13,40.19528,-77.18423,8.1
"249",2020-01-13,40.20792,-77.18104,8.13
"250",2020-01-13,40.22429,-77.14928,7.81
"251",2020-01-13,40.23487,-77.14193,8.06
"252",2018-01-15,40.17999,-77.18692,8.1
"253",2018-01-15,40.17667,-77.18507,8
"254",2018-01-15,40.17663,-77.18537,8.2
"255",2018-01-15,40.19528,-77.18423,8.3
"256",2018-01-15,40.20792,-77.18104,8.7
"257",2018-01-15,40.22429,-77.14928,8.4
"258",2018-01-15,40.23487,-77.14193,8.5
"259",2019-01-17,38.9787922,-77.3643976,6.97
"260",2019-01-20,38.9298922,-77.3458976,7.17
"261",2005-01-26,40.17663,-77.18537,7.5
"262",2005-01-26,40.23487,-77.14193,8
"263",2005-01-26,40.17667,-77.18507,7.6
"264",2005-01-26,40.17999,-77.18692,7.6
"265",2005-01-26,40.18844,-77.18606,7.7
"266",2005-01-26,40.19528,-77.18423,7.8
"267",2005-01-26,40.20792,-77.18104,7.8
"268",2005-01-26,40.21418,-77.16883,7.6
"269",2005-01-26,40.21847,-77.16003,7.9
"270",2005-01-26,40.22429,-77.14928,7.9
"271",2005-01-26,40.19568,-77.18767,7.4
"272",2005-01-26,40.19608,-77.18518,7.3
"273",2005-01-26,40.19588,-77.18745,7.4
"274",2010-01-27,40.17663,-77.18537,7.68
"275",2010-01-27,40.23487,-77.14193,7.83
"276",2010-01-27,40.17667,-77.18507,7.78
"277",2010-01-27,40.17999,-77.18692,7.82
"278",2010-01-27,40.18844,-77.18606,7.89
"279",2010-01-27,40.19528,-77.18423,7.8
"280",2010-01-27,40.20792,-77.18104,7.96
"281",2010-01-27,40.21418,-77.16883,7.76
"282",2010-01-27,40.21847,-77.16003,7.88
"283",2010-01-27,40.22429,-77.14928,7.82
"284",2010-01-27,40.19568,-77.18767,7.33
"285",2010-01-27,40.19608,-77.18518,7.48
"286",2010-01-27,40.19588,-77.18745,7.43
"287",2001-01-29,40.17663,-77.18537,7.8
"288",2001-01-29,40.23487,-77.14193,7.95
"289",2001-01-29,40.17667,-77.18507,7.9
"290",2001-01-29,40.17999,-77.18692,7.9
"291",2001-01-29,40.18844,-77.18606,8
"292",2001-01-29,40.19528,-77.18423,7.95
"293",2001-01-29,40.20792,-77.18104,7.9
"294",2001-01-29,40.21418,-77.16883,8
"295",2001-01-29,40.21847,-77.16003,7.8
"296",2001-01-29,40.22429,-77.14928,8.1
"297",2018-01-29,38.2898,-77.4816,7
"298",2018-01-29,38.321111,-77.488889,7.16
"299",2019-01-29,38.2898,-77.4816,6.85
"300",2019-01-29,38.321111,-77.488889,7.12
"301",2002-01-30,40.17663,-77.18537,8
"302",2002-01-30,40.23487,-77.14193,8
"303",2002-01-30,40.17667,-77.18507,8.1
"304",2002-01-30,40.17999,-77.18692,7.9
"305",2002-01-30,40.18844,-77.18606,8
"306",2002-01-30,40.19528,-77.18423,8.2
"307",2002-01-30,40.20792,-77.18104,8
"308",2002-01-30,40.21418,-77.16883,7.8
"309",2002-01-30,40.21847,-77.16003,7.8
"310",2002-01-30,40.22429,-77.14928,8
"311",2002-01-30,40.19608,-77.18518,8
"312",2004-01-30,40.17663,-77.18537,7.8
"313",2004-01-30,40.17667,-77.18507,8.1
"314",2004-01-30,40.17999,-77.18692,7.5
"315",2004-01-30,40.18844,-77.18606,7.4
"316",2004-01-30,40.19568,-77.18767,7.5
"317",2004-01-30,40.19608,-77.18518,6.7
"318",2019-01-30,40.17667,-77.18507,8.15
"319",2019-01-30,40.17663,-77.18537,8.1
"320",2019-01-30,40.19528,-77.18423,8.16
"321",2019-01-30,40.20792,-77.18104,8.18
"322",2019-01-30,40.22429,-77.14928,8.15
"323",2019-01-30,40.23487,-77.14193,8.2
"324",2000-01-31,40.17663,-77.18537,7.2
"325",2000-01-31,40.23487,-77.14193,7.3
"326",2000-01-31,40.17667,-77.18507,7
"327",2000-01-31,40.17999,-77.18692,7.2
"328",2000-01-31,40.18844,-77.18606,7.3
"329",2000-01-31,40.19528,-77.18423,7
"330",2000-01-31,40.20792,-77.18104,7.2
"331",2000-01-31,40.21418,-77.16883,7.2
"332",2000-01-31,40.21847,-77.16003,7.2
"333",2000-01-31,40.22429,-77.14928,7.3
"334",2006-01-31,40.17663,-77.18537,7.9
"335",2006-01-31,40.23487,-77.14193,8.1
"336",2006-01-31,40.17667,-77.18507,7.8
"337",2006-01-31,40.17999,-77.18692,7.8
"338",2006-01-31,40.18844,-77.18606,7.8
"339",2006-01-31,40.19528,-77.18423,8
"340",2006-01-31,40.20792,-77.18104,8.1
"341",2006-01-31,40.21418,-77.16883,8
"342",2006-01-31,40.21847,-77.16003,8
"343",2006-01-31,40.22429,-77.14928,8
"344",2006-01-31,40.19568,-77.18767,10.7
"345",2006-01-31,40.19608,-77.18518,7.8
"346",2006-01-31,40.19588,-77.18745,7.6
"347",2011-01-31,40.17663,-77.18537,7.71
"348",2011-01-31,40.23487,-77.14193,7.7
"349",2011-01-31,40.17667,-77.18507,7.85
"350",2011-01-31,40.17999,-77.18692,7.89
"351",2011-01-31,40.18844,-77.18606,8
"352",2011-01-31,40.19528,-77.18423,7.65
"353",2011-01-31,40.20792,-77.18104,8.03
"354",2011-01-31,40.21418,-77.16883,7.84
"355",2011-01-31,40.21847,-77.16003,8.01
"356",2011-01-31,40.22429,-77.14928,7.88
"357",2017-01-31,38.2898,-77.4816,6.87
"358",2017-01-31,38.321111,-77.488889,6.98
"359",1993-02-01,40.17663,-77.18537,7
"360",1993-02-01,40.23487,-77.14193,6.9
"361",1993-02-01,40.17667,-77.18507,7.2
"362",1993-02-01,40.17999,-77.18692,6.9
"363",1993-02-01,40.18844,-77.18606,7
"364",1993-02-01,40.19528,-77.18423,7
"365",1993-02-01,40.20792,-77.18104,7
"366",1993-02-01,40.21418,-77.16883,6.9
"367",1993-02-01,40.21847,-77.16003,6.9
"368",1993-02-01,40.22429,-77.14928,6.8
"369",1995-02-01,40.17663,-77.18537,7.4
"370",1995-02-01,40.23487,-77.14193,7.4
"371",1995-02-01,40.17667,-77.18507,7.3
"372",1995-02-01,40.17999,-77.18692,7.4
"373",1995-02-01,40.18844,-77.18606,7.5
"374",1995-02-01,40.19528,-77.18423,7.4
"375",1995-02-01,40.20792,-77.18104,7.4
"376",1995-02-01,40.21418,-77.16883,7.3
"377",1995-02-01,40.21847,-77.16003,7.4
"378",1995-02-01,40.22429,-77.14928,7.4
"379",2015-02-06,40.17663,-77.18537,7.4
"380",2015-02-06,40.17667,-77.18507,7.9
"381",2015-02-06,40.17999,-77.18692,7.7
"382",2015-02-06,40.18844,-77.18606,7.9
"383",2015-02-06,40.19528,-77.18423,8.1
"384",2015-02-06,40.20792,-77.18104,8.2
"385",2015-02-06,40.21418,-77.16883,7.9
"386",2015-02-06,40.21847,-77.16003,8
"387",2015-02-06,40.22429,-77.14928,7.9
"388",2015-02-06,40.23487,-77.14193,8
"389",2018-02-06,40.17663,-77.18537,8.2
"390",2018-02-06,40.17667,-77.18507,8.4
"391",2018-02-06,40.17999,-77.18692,8
"392",2018-02-06,40.19528,-77.18423,8.4
"393",2018-02-06,40.20792,-77.18104,8.5
"394",2018-02-06,40.22429,-77.14928,8.4
"395",2018-02-06,40.23487,-77.14193,8.4
"396",2007-02-07,40.17663,-77.18537,7.69
"397",2007-02-07,40.23487,-77.14193,8.28
"398",2007-02-07,40.17667,-77.18507,8.07
"399",2007-02-07,40.17999,-77.18692,7.88
"400",2007-02-07,40.18844,-77.18606,8.06
"401",2007-02-07,40.19528,-77.18423,8.29
"402",2007-02-07,40.20792,-77.18104,8.34
"403",2007-02-07,40.21418,-77.16883,8.01
"404",2007-02-07,40.21847,-77.16003,8.14
"405",2007-02-07,40.22429,-77.14928,8.16
"406",2007-02-07,40.19568,-77.18767,7.36
"407",2019-02-07,38.91648,-76.96256,7.67
"408",2019-02-07,38.91495,-76.96328,7.37
"409",2019-02-07,38.91495,-76.96328,7.1
"410",2019-02-07,38.91317,-76.96493,7.26
"411",2019-02-07,38.91317,-76.96493,7.1
"412",2019-02-07,38.91468,-76.96696,7.52
"413",2019-02-07,38.91468,-76.96696,7.53
"414",2019-02-07,38.91247,-76.96569,7.67
"415",2019-02-07,38.91247,-76.96569,7.69
"416",1997-02-08,40.17663,-77.18537,7.44
"417",1997-02-08,40.23487,-77.14193,7.6
"418",1997-02-08,40.17667,-77.18507,7.46
"419",1997-02-08,40.17999,-77.18692,7.6
"420",1997-02-08,40.18844,-77.18606,7.55
"421",1997-02-08,40.19528,-77.18423,7.58
"422",1997-02-08,40.20792,-77.18104,7.78
"423",1997-02-08,40.21418,-77.16883,7.7
"424",1997-02-08,40.21847,-77.16003,7.6
"425",1997-02-08,40.22429,-77.14928,7.5
"426",1998-02-08,40.17663,-77.18537,7.6
"427",1998-02-08,40.23487,-77.14193,8.1
"428",1998-02-08,40.17667,-77.18507,7.7
"429",1998-02-08,40.17999,-77.18692,7.7
"430",1998-02-08,40.18844,-77.18606,7.7
"431",1998-02-08,40.19528,-77.18423,7.6
"432",1998-02-08,40.20792,-77.18104,7.9
"433",1998-02-08,40.21418,-77.16883,7.9
"434",1998-02-08,40.21847,-77.16003,7.9
"435",1998-02-08,40.22429,-77.14928,7.8
"436",1999-02-08,40.17663,-77.18537,7.4
"437",1999-02-08,40.23487,-77.14193,7.5
"438",1999-02-08,40.17667,-77.18507,7.4
"439",1999-02-08,40.17999,-77.18692,7.5
"440",1999-02-08,40.18844,-77.18606,7.4
"441",1999-02-08,40.19528,-77.18423,7.4
"442",1999-02-08,40.20792,-77.18104,7.6
"443",1999-02-08,40.21418,-77.16883,7.5
"444",1999-02-08,40.21847,-77.16003,7.4
"445",1999-02-08,40.22429,-77.14928,7.4
"446",2008-02-08,40.17663,-77.18537,7.67
"447",2008-02-08,40.23487,-77.14193,7.85
"448",2008-02-08,40.17667,-77.18507,8.02
"449",2008-02-08,40.17999,-77.18692,7.9
"450",2008-02-08,40.18844,-77.18606,8.03
"451",2008-02-08,40.19528,-77.18423,8.2
"452",2008-02-08,40.20792,-77.18104,8.25
"453",2008-02-08,40.21418,-77.16883,7.82
"454",2008-02-08,40.21847,-77.16003,7.84
"455",2008-02-08,40.22429,-77.14928,7.86
"456",2008-02-08,40.19568,-77.18767,7.32
"457",2008-02-08,40.19608,-77.18518,7.49
"458",2008-02-08,40.19588,-77.18745,7.45
"459",2009-02-09,40.17663,-77.18537,8.22
"460",2009-02-09,40.23487,-77.14193,8.2
"461",2009-02-09,40.17667,-77.18507,8.02
"462",2009-02-09,40.17999,-77.18692,7.74
"463",2009-02-09,40.18844,-77.18606,8.07
"464",2009-02-09,40.19528,-77.18423,8.16
"465",2009-02-09,40.20792,-77.18104,8.27
"466",2009-02-09,40.21418,-77.16883,7.96
"467",2009-02-09,40.21847,-77.16003,8.11
"468",2009-02-09,40.22429,-77.14928,8.06
"469",2009-02-09,40.19568,-77.18767,7.54
"470",2009-02-09,40.19608,-77.18518,7.86
"471",2009-02-09,40.19588,-77.18745,8.33
"472",2016-02-10,40.17999,-77.18692,8
"473",2016-02-10,40.17667,-77.18507,8.08
"474",2016-02-10,40.17663,-77.18537,7.85
"475",2016-02-10,40.18844,-77.18606,8.04
"476",2016-02-10,40.19528,-77.18423,8.25
"477",2016-02-10,40.20792,-77.18104,8.33
"478",2016-02-10,40.21418,-77.16883,8.39
"479",2016-02-10,40.21847,-77.16003,8.24
"480",2016-02-10,40.22429,-77.14928,8.16
"481",2016-02-10,40.23487,-77.14193,7.96
"482",2020-02-10,40.17999,-77.18692,7.95
"483",2020-02-10,40.17667,-77.18507,8.08
"484",2020-02-10,40.17663,-77.18537,7.9
"485",2020-02-10,40.19528,-77.18423,8.06
"486",2020-02-10,40.22429,-77.14928,8.1
"487",2020-02-10,40.23487,-77.14193,8.09
"488",2012-02-12,40.17663,-77.18537,7.76
"489",2012-02-12,40.23487,-77.14193,8.17
"490",2012-02-12,40.17667,-77.18507,7.8
"491",2012-02-12,40.17999,-77.18692,7.65
"492",2012-02-12,40.18844,-77.18606,7.86
"493",2012-02-12,40.19528,-77.18423,7.95
"494",2012-02-12,40.20792,-77.18104,8.06
"495",2012-02-12,40.21418,-77.16883,7.94
"496",2012-02-12,40.21847,-77.16003,8.04
"497",2012-02-12,40.22429,-77.14928,7.87
"498",2019-02-13,40.17999,-77.18692,8.19
"499",2019-02-13,40.17667,-77.18507,8.23
"500",2019-02-13,40.17663,-77.18537,8.12
"501",2019-02-13,40.19528,-77.18423,8.19
"502",2019-02-13,40.20792,-77.18104,8.18
"503",2019-02-13,40.22429,-77.14928,8.18
"504",2019-02-13,40.23487,-77.14193,8.22
"505",2013-02-15,40.17663,-77.18537,7.45
"506",2013-02-15,40.23487,-77.14193,7.89
"507",2013-02-15,40.17667,-77.18507,7.52
"508",2013-02-15,40.17999,-77.18692,7.57
"509",2013-02-15,40.18844,-77.18606,7.38
"510",2013-02-15,40.19528,-77.18423,7.82
"511",2013-02-15,40.20792,-77.18104,7.89
"512",2013-02-15,40.21418,-77.16883,7.9
"513",2013-02-15,40.21847,-77.16003,7.86
"514",2013-02-15,40.22429,-77.14928,7.84
"515",2017-02-15,40.17663,-77.18537,7.7
"516",2017-02-15,40.23487,-77.14193,8.4
"517",2017-02-15,40.17667,-77.18507,8.2
"518",2017-02-15,40.17999,-77.18692,8
"519",2017-02-15,40.19528,-77.18423,8.2
"520",2017-02-15,40.20792,-77.18104,8.2
"521",2017-02-15,40.22429,-77.14928,8.2
"522",2004-02-17,40.17663,-77.18537,7.8
"523",2004-02-17,40.23487,-77.14193,8
"524",2004-02-17,40.17667,-77.18507,8
"525",2004-02-17,40.17999,-77.18692,7.8
"526",2004-02-17,40.18844,-77.18606,7.8
"527",2004-02-17,40.19528,-77.18423,8
"528",2004-02-17,40.20792,-77.18104,8
"529",2004-02-17,40.21418,-77.16883,7.6
"530",2004-02-17,40.21847,-77.16003,7.9
"531",2004-02-17,40.22429,-77.14928,8
"532",2004-02-17,40.19568,-77.18767,7.6
"533",2004-02-17,40.19608,-77.18518,7.4
"534",2019-02-17,38.9298922,-77.3458976,7.06
"535",2018-02-18,37.30734,-78.389257,7.4
"536",2019-02-18,38.9787922,-77.3643976,7.03
"537",2010-02-19,40.17663,-77.18537,7.78
"538",2010-02-19,40.23487,-77.14193,8.16
"539",2010-02-19,40.17667,-77.18507,7.97
"540",2010-02-19,40.17999,-77.18692,7.65
"541",2010-02-19,40.18844,-77.18606,7.91
"542",2010-02-19,40.19528,-77.18423,8.17
"543",2010-02-19,40.20792,-77.18104,8.21
"544",2010-02-19,40.21418,-77.16883,8.04
"545",2010-02-19,40.21847,-77.16003,8.2
"546",2010-02-19,40.22429,-77.14928,8.14
"547",2010-02-19,40.19568,-77.18767,7.58
"548",2010-02-19,40.19608,-77.18518,7.53
"549",2010-02-19,40.19588,-77.18745,7.6
"550",2002-02-20,40.17663,-77.18537,8.5
"551",2002-02-20,40.23487,-77.14193,7.8
"552",2002-02-20,40.17667,-77.18507,8
"553",2002-02-20,40.17999,-77.18692,7.9
"554",2002-02-20,40.18844,-77.18606,8
"555",2002-02-20,40.19528,-77.18423,8.4
"556",2002-02-20,40.20792,-77.18104,8.1
"557",2002-02-20,40.21418,-77.16883,7.8
"558",2002-02-20,40.21847,-77.16003,7.9
"559",2002-02-20,40.22429,-77.14928,7.9
"560",2002-02-20,40.19608,-77.18518,7.9
"561",2006-02-21,40.17663,-77.18537,7.7
