"","Date","Latitude","Longitude","pH"
"76",2017-01-16,38.26031,-79.37106,5.25
"77",2017-01-16,38.23334,-79.34763,4.75
"78",2017-01-16,38.12785,-79.49928,5
"79",2017-01-16,38.13684,-79.49133,4.75
"80",2015-01-17,38.334248,-79.23894,5.25
"81",2017-01-17,40.82668,-78.1111,6
"82",2017-01-17,40.94715,-77.82855,6
"83",2015-01-18,37.971389,-79.009722,4.75
"84",2015-01-18,38.364567,-79.161917,5
"85",2019-01-18,38.279417,-79.293817,5
"86",2019-01-18,37.597022,-78.636904,5
"87",2019-01-18,37.640907,-78.691147,4.5
"88",2018-01-19,37.9205,-78.9879,5
"89",2018-01-19,37.944862,-78.964713,5
"90",2020-01-19,37.980752,-78.953412,5.5
"91",2020-01-19,37.966452,-78.955626,5.5
"92",2020-01-19,37.971351,-78.964351,5.5
"93",2020-01-19,37.967042,-78.956641,5.5
"94",2013-01-20,40.90458,-78.10922,6
"95",2013-01-20,40.94253,-78.12451,6
"96",2018-01-20,38.19035,-79.42254,5.5
"97",2018-01-20,38.18525,-79.39462,6.5
"98",2018-01-20,38.220944,-79.144206,6.5
"99",2018-01-20,38.16906,-79.46398,5
"100",2018-01-20,38.20461,-79.14644,6.75
"101",2017-01-21,38.197188,-79.68974,7
"102",2017-01-21,38.194288,-79.692486,7
"103",2017-01-22,38.220944,-79.144206,7
"104",2017-01-22,38.20461,-79.14644,7
"105",2018-01-22,38.026184,-79.06562,8
"106",2016-01-23,40.82668,-78.1111,5
"107",2016-01-23,40.94715,-77.82855,6
"108",2018-01-23,38.27618,-79.31866,4.5
"109",2018-01-23,38.28307,-79.32193,4.5
"110",2018-01-23,38.12785,-79.49928,5
"111",2018-01-23,38.13684,-79.49133,4.5
"112",2019-01-23,37.9205,-78.9879,5
"113",2019-01-23,37.944862,-78.964713,5
"114",2017-01-24,38.19035,-79.42254,5
"115",2017-01-24,38.18525,-79.39462,5
"116",2017-01-24,38.16906,-79.46398,5
"117",2018-01-24,38.013481,-78.98915,7.5
"118",2019-01-24,38.26031,-79.37106,4.5
"119",2019-01-24,38.23334,-79.34763,5
"120",2019-01-24,38.29134,-79.34538,4.5
"121",2019-01-24,38.309539,-79.359504,4.5
"122",2018-01-25,38.197188,-79.68974,7.5
"123",2018-01-25,38.194288,-79.692486,7
"124",2019-01-25,38.013481,-78.98915,5
"125",2019-01-25,38.026184,-79.06562,6.5
"126",2020-01-25,38.20461,-79.14644,6
"127",2020-01-26,38.220944,-79.144206,5.5
"128",2013-01-27,40.89526,-78.20605,6
"129",2015-01-27,40.935392,-78.022634,5
"130",2015-01-27,40.82668,-78.1111,5
"131",2018-01-27,38.29335,-79.23998,4.75
"132",2018-01-27,38.2886,-79.2235,4.5
"133",2018-01-27,38.28655,-79.236917,4.5
"134",2018-01-27,38.29327,-79.23459,5
"135",2019-01-27,38.220944,-79.144206,6.75
"136",2020-01-27,41.5236,-78.21419,6
"137",2020-01-27,41.4194,-78.2264,5
"138",2018-01-28,37.980752,-78.953412,5
"139",2018-01-28,37.966452,-78.955626,5
"140",2018-01-28,38.278173,-79.297023,5
"141",2018-01-28,38.279417,-79.293817,5
"142",2018-01-28,37.971351,-78.964351,5
"143",2018-01-28,37.967042,-78.956641,6.5
"144",2019-01-28,37.980752,-78.953412,5
"145",2019-01-28,37.966452,-78.955626,5.5
"146",2019-01-28,38.197188,-79.68974,6.5
"147",2019-01-28,37.971351,-78.964351,5.25
"148",2019-01-28,37.967042,-78.956641,5
"149",2020-01-28,38.197188,-79.68974,7
"150",2020-01-28,38.194288,-79.692486,7
"151",2012-01-29,40.94253,-78.12451,6
"152",2018-01-29,41.5236,-78.21419,5
"153",2018-01-29,41.4194,-78.2264,5
"154",2019-01-29,38.194288,-79.692486,7
"155",2016-01-31,37.971389,-79.009722,4.5
"156",2014-02-01,40.90458,-78.10922,5
"157",2014-02-02,40.935392,-78.022634,5
"158",2014-02-02,40.89526,-78.20605,5
"159",2014-02-02,40.82668,-78.1111,6
"160",2014-02-02,40.94253,-78.12451,5
"161",2016-02-02,41.62758,-76.624959,5
"162",2020-02-02,38.27618,-79.31866,6.5
"163",2020-02-02,38.2886,-79.2235,6.5
"164",2020-02-02,38.12785,-79.49928,7
"165",2020-02-02,38.13684,-79.49133,5.5
"166",2018-02-03,40.82668,-78.1111,5
"167",2018-02-03,40.94715,-77.82855,6
"168",2012-02-04,40.89526,-78.20605,6
"169",2017-02-05,38.27592,-79.33541,5.5
"170",2017-02-05,38.24426,-79.33488,5.25
"171",2019-02-05,40.94715,-77.82855,5
"172",2016-02-06,41.5236,-78.21419,5
"173",2016-02-06,41.4194,-78.2264,5
"174",2016-02-07,38.27592,-79.33541,5.25
"175",2016-02-07,38.29134,-79.34538,5.25
"176",2017-02-10,38.27493,-79.38364,5
"177",2017-02-10,38.26031,-79.37106,4.75
"178",2017-02-10,38.23334,-79.34763,4.75
"179",2018-02-10,38.19035,-79.42254,5.5
"180",2013-02-11,40.90458,-78.10922,6
"181",2013-02-11,40.94253,-78.12451,6
"182",2013-02-11,38.06853,-79.52718,5
"183",2013-02-11,38.15796,-79.47326,5
"184",2013-02-12,40.89526,-78.20605,6
"185",2016-02-14,38.220944,-79.144206,7.25
"186",2016-02-14,38.20461,-79.14644,6.75
"187",2018-02-14,38.27493,-79.38364,5
"188",2018-02-14,38.26031,-79.37106,5
"189",2018-02-14,38.23334,-79.34763,4.5
"190",2018-02-14,38.29134,-79.34538,4
"191",2018-02-14,38.309539,-79.359504,4
"192",2013-02-15,42.16879,-75.89955,6
"193",2013-02-15,42.21541,-76.03917,6
"194",2017-02-15,40.82668,-78.1111,6
"195",2017-02-15,40.94715,-77.82855,6
"196",2018-02-15,38.27592,-79.33541,4.75
"197",2018-02-15,38.24426,-79.33488,4.75
"198",2017-02-16,38.19035,-79.42254,5.5
"199",2017-02-16,38.18525,-79.39462,6.5
"200",2017-02-16,38.16906,-79.46398,5
"201",2019-02-16,40.82668,-78.1111,5
"202",2019-02-16,40.94715,-77.82855,5
"203",2019-02-17,38.27618,-79.31866,5
"204",2019-02-17,38.2886,-79.2235,5
"205",2019-02-17,38.12785,-79.49928,5
"206",2012-02-18,40.89526,-78.20605,6
"207",2012-02-18,40.94253,-78.12451,6
"208",2017-02-19,38.278173,-79.297023,4.75
"209",2017-02-19,38.220944,-79.144206,7.5
"210",2017-02-19,38.20461,-79.14644,7
"211",2017-02-19,38.12785,-79.49928,6.5
"212",2017-02-19,38.13684,-79.49133,4.5
"213",2012-02-20,40.89526,-78.20605,6
"214",2012-02-20,40.94253,-78.12451,6
"215",2016-02-20,38.2886,-79.2235,4.75
"216",2016-02-20,38.12785,-79.49928,5.75
"217",2016-02-20,38.13684,-79.49133,4.75
"218",2016-02-20,38.28655,-79.236917,4.75
"219",2017-02-20,37.9205,-78.9879,5
"220",2017-02-20,37.944862,-78.964713,5
"221",2017-02-20,38.013481,-78.98915,7
"222",2017-02-20,38.026184,-79.06562,8
"223",2018-02-20,37.9205,-78.9879,6
"224",2018-02-20,37.944862,-78.964713,5
"225",2018-02-20,38.197188,-79.68974,7.5
"226",2018-02-20,38.194288,-79.692486,7.5
"227",2018-02-20,38.013481,-78.98915,6.5
"228",2018-02-20,38.026184,-79.06562,8
"229",2017-02-21,38.197188,-79.68974,7
"230",2015-02-22,37.971389,-79.009722,4.5
"231",2017-02-22,38.194288,-79.692486,7
"232",2019-02-22,37.597022,-78.636904,4.5
"233",2019-02-22,37.640907,-78.691147,4.5
"234",2012-02-23,42.21541,-76.03917,6
"235",2014-02-23,40.90468,-78.10922,5
"236",2014-02-23,40.935392,-78.022634,5
"237",2014-02-23,40.89526,-78.20605,5
"238",2014-02-23,40.82668,-78.1111,6
"239",2014-02-23,40.94253,-78.12451,5
"240",2019-02-23,41.5236,-78.21419,5
"241",2019-02-23,41.4194,-78.2264,4
"242",2017-02-24,38.279417,-79.293817,5
"243",2018-02-24,38.220944,-79.144206,6.5
"244",2018-02-24,38.20461,-79.14644,7
"245",2019-02-24,38.220944,-79.144206,6
"246",2018-02-25,40.82668,-78.1111,6
"247",2018-02-25,40.94715,-77.82855,6
"248",2019-02-25,38.197188,-79.68974,6.5
"249",2019-02-25,38.013481,-78.98915,6
"250",2019-02-25,37.668611,-78.699167,5.5
"251",2017-02-26,37.980752,-78.953412,5
"252",2017-02-26,37.966452,-78.955626,5
"253",2017-02-26,37.971351,-78.964351,4.25
"254",2017-02-26,37.967042,-78.956641,4.5
"255",2019-02-26,38.194288,-79.692486,6.5
"256",2019-02-26,37.5694,-78.6595,5.5
"257",2019-02-26,37.585347,-78.647194,5
"258",2016-02-27,38.278173,-79.297023,5
"259",2016-02-27,38.279417,-79.293817,5
"260",2016-02-27,38.138367,-79.430133,5
"261",2018-02-27,37.980752,-78.953412,5
"262",2018-02-27,37.966452,-78.955626,5
"263",2018-02-27,38.27618,-79.31866,4.5
"264",2018-02-27,38.28307,-79.32193,4.5
"265",2018-02-27,38.29335,-79.23998,4.5
"266",2018-02-27,37.971351,-78.964351,4.75
"267",2018-02-27,37.967042,-78.956641,5
"268",2018-02-27,38.2886,-79.2235,4.5
"269",2018-02-27,38.12785,-79.49928,5
"270",2018-02-27,38.28655,-79.236917,4.5
"271",2018-02-27,38.29327,-79.23459,4.5
"272",2019-02-27,37.9205,-78.9879,5.5
"273",2019-02-27,37.944862,-78.964713,5
"274",2016-02-28,41.63098,-76.64306,4
"275",2016-02-28,41.63369,-76.610253,5
"276",2016-02-28,41.64132,-76.593672,4
"277",2018-02-28,41.5236,-78.21419,5
"278",2018-02-28,41.4194,-78.2264,5
"279",2019-02-28,37.980752,-78.953412,5.5
"280",2019-02-28,37.966452,-78.955626,5.5
"281",2019-02-28,38.26031,-79.37106,5
"282",2019-02-28,38.23334,-79.34763,5
"283",2019-02-28,37.971351,-78.964351,5
"284",2019-02-28,37.967042,-78.956641,5
"285",2019-02-28,38.29134,-79.34538,5
"286",2019-02-28,38.309539,-79.359504,4.5
"287",2013-03-01,40.90458,-78.10922,6
"288",2013-03-01,40.89526,-78.20605,6
"289",2013-03-01,40.94253,-78.12451,6
"290",2013-03-02,42.16879,-75.89955,6
"291",2013-03-02,42.21541,-76.03917,6
"292",2013-03-02,42.21541,-76.03917,6
"293",2017-03-02,38.27493,-79.38364,4.75
"294",2017-03-02,38.26031,-79.37106,4.75
"295",2017-03-02,38.23334,-79.34763,5
"296",2012-03-03,40.90468,-78.10922,6
"297",2012-03-03,40.89526,-78.20605,6
"298",2012-03-03,40.94253,-78.12451,6
"299",2015-03-03,38.138367,-79.430133,7
"300",2016-03-05,37.980752,-78.953412,5
"301",2016-03-05,37.966452,-78.955626,5
"302",2016-03-05,38.27618,-79.31866,5
"303",2016-03-05,37.971351,-78.964351,4.75
"304",2016-03-05,37.967042,-78.956641,4.75
"305",2019-03-05,40.82668,-78.1111,5
"306",2018-03-06,38.278173,-79.297023,5
"307",2018-03-06,38.279417,-79.293817,5
"308",2013-03-07,38.06853,-79.52718,6
"309",2013-03-07,38.15796,-79.47326,5
"310",2015-03-08,38.364567,-79.161917,5
"311",2017-03-08,40.82668,-78.1111,5
"312",2017-03-08,40.94715,-77.82855,6
"313",2017-03-08,37.9205,-78.9879,5
"314",2017-03-08,37.944862,-78.964713,5
"315",2017-03-08,38.013481,-78.98915,7
"316",2017-03-08,38.026184,-79.06562,7.5
"317",2014-03-09,40.935392,-78.022634,5
"318",2014-03-09,40.82668,-78.1111,6
"319",2017-03-09,38.27592,-79.33541,5.5
"320",2017-03-09,38.24426,-79.33488,5.5
"321",2018-03-11,38.27493,-79.38364,5
"322",2018-03-11,38.26031,-79.37106,5
"323",2018-03-11,38.23334,-79.34763,5
"324",2018-03-11,38.29134,-79.34538,4.5
"325",2018-03-11,38.309539,-79.359504,5
"326",2014-03-12,41.96388,-76.61972,7
"327",2015-03-12,40.935392,-78.022634,5
"328",2015-03-12,40.82668,-78.1111,6
"329",2016-03-12,40.82668,-78.1111,5
"330",2016-03-12,40.94715,-77.82855,6
"331",2016-03-12,38.220944,-79.144206,7.5
"332",2016-03-12,38.20461,-79.14644,7.5
"333",2018-03-14,41.105418,-77.758962,5
"334",2018-03-14,40.82668,-78.1111,6
"335",2018-03-14,40.94715,-77.82855,6
"336",2015-03-15,37.971389,-79.009722,4.5
"337",2016-03-15,38.27592,-79.33541,5.25
"338",2016-03-15,38.24426,-79.33488,5.25
"339",2014-03-16,40.90468,-78.10922,5
"340",2014-03-16,40.94253,-78.12451,5
"341",2018-03-16,38.29335,-79.23998,4.5
"342",2016-03-17,38.12785,-79.49928,4.5
"343",2016-03-17,38.13684,-79.49133,5
"344",2018-03-17,38.220944,-79.144206,6.75
"345",2018-03-17,38.20461,-79.14644,7
"346",2012-03-18,42.16879,-75.89955,6
"347",2017-03-18,38.28307,-79.32193,5
"348",2017-03-19,38.220944,-79.144206,7.5
"349",2017-03-19,38.20461,-79.14644,7.75
"350",2018-03-19,37.9205,-78.9879,5.5
"351",2018-03-19,37.944862,-78.964713,5
"352",2018-03-19,38.013481,-78.98915,7
"353",2018-03-19,38.026184,-79.06562,8
"354",2012-03-20,40.90468,-78.10922,6
"355",2014-03-20,40.935392,-78.022634,5
"356",2014-03-20,40.82668,-78.1111,5
"357",2014-03-21,38.06853,-79.52718,6
"358",2014-03-21,38.15796,-79.47326,6
"359",2019-03-22,40.82668,-78.1111,5
"360",2019-03-22,40.94715,-77.82855,5
"361",2014-03-23,40.89526,-78.20605,5
"362",2017-03-23,37.971389,-79.009722,4.5
"363",2016-03-24,38.278173,-79.297023,5
"364",2016-03-24,38.279417,-79.293817,5
"365",2016-03-24,38.2886,-79.2235,4.75
"366",2016-03-24,38.12785,-79.49928,5.5
"367",2016-03-24,38.13684,-79.49133,4.75
"368",2016-03-24,38.28655,-79.236917,5
"369",2018-03-24,38.2886,-79.2235,4.5
"370",2018-03-24,38.28655,-79.236917,4.5
"371",2018-03-24,38.29327,-79.23459,4.5
"372",2019-03-24,38.220944,-79.144206,6
"373",2016-03-25,41.5236,-78.21419,5
"374",2016-03-25,41.4194,-78.2264,4
"375",2018-03-25,37.980752,-78.953412,5
"376",2018-03-25,37.966452,-78.955626,5
"377",2018-03-25,37.971351,-78.964351,4.5
"378",2018-03-25,37.967042,-78.956641,5
"379",2019-03-25,38.278173,-79.297023,5
"380",2019-03-25,38.279417,-79.293817,5
"381",2017-03-26,40.82668,-78.1111,5
"382",2017-03-26,40.94715,-77.82855,6
"383",2017-03-26,37.980752,-78.953412,5
"384",2017-03-26,37.966452,-78.955626,5
"385",2017-03-26,37.971351,-78.964351,4.25
"386",2017-03-26,37.967042,-78.956641,4.75
"387",2018-03-27,38.12785,-79.49928,5
"388",2018-03-27,38.13684,-79.49133,4.5
"389",2019-03-27,38.26031,-79.37106,5
"390",2019-03-27,38.23334,-79.34763,5
"391",2019-03-27,38.29134,-79.34538,4.5
"392",2019-03-27,38.309539,-79.359504,4.5
"393",2017-03-28,38.278173,-79.297023,5
"394",2017-03-28,38.279417,-79.293817,5
"395",2019-03-28,37.9205,-78.9879,5.5
"396",2019-03-28,37.944862,-78.964713,5
"397",2019-03-28,38.197188,-79.68974,7
"398",2019-03-28,38.194288,-79.692486,7
"399",2015-03-29,38.20549,-79.13815,7.5
"400",2015-03-29,38.30791,-79.36073,4.75
"401",2018-03-29,41.5236,-78.21419,5
"402",2018-03-29,41.4194,-78.2264,5
"403",2018-03-29,38.27592,-79.33541,4.75
"404",2018-03-29,38.24426,-79.33488,4.75
"405",2019-03-29,38.013481,-78.98915,6.5
"406",2019-03-29,38.026184,-79.06562,7
"407",2013-03-30,42.16879,-75.89955,6
"408",2013-03-30,42.21541,-76.03917,6
"409",2017-03-30,38.27618,-79.31866,5
"410",2017-03-30,38.29335,-79.23998,5
"411",2017-03-30,38.2886,-79.2235,4.5
"412",2017-03-30,38.12785,-79.49928,5.25
"413",2017-03-30,38.13684,-79.49133,4.5
"414",2017-03-30,38.28655,-79.236917,4.5
"415",2017-03-30,38.29327,-79.23459,4.5
"416",2016-03-31,38.138367,-79.430133,7
"417",2017-03-31,38.19035,-79.42254,5
"418",2017-03-31,38.18525,-79.39462,5.5
"419",2017-03-31,38.16906,-79.46398,5
"420",2018-03-31,38.197188,-79.68974,7
"421",2018-03-31,38.194288,-79.692486,7
"422",2019-03-31,41.5236,-78.21419,4
"423",2019-03-31,41.4194,-78.2264,4
"424",2012-04-02,40.90468,-78.10922,6
"425",2012-04-02,40.94253,-78.12451,6
"426",2017-04-02,38.27493,-79.38364,4.5
"427",2017-04-02,38.26031,-79.37106,5
"428",2017-04-02,38.23334,-79.34763,5
"429",2017-04-02,38.29327,-79.23459,5
"430",2016-04-03,38.27493,-79.38364,5
"431",2016-04-03,38.26031,-79.37106,4.75
"432",2016-04-03,38.23334,-79.34763,5
"433",2019-04-03,37.980752,-78.953412,5
"434",2019-04-03,37.966452,-78.955626,5.5
"435",2019-04-03,37.971351,-78.964351,4.75
"436",2019-04-03,37.967042,-78.956641,5
"437",2018-04-04,40.82668,-78.1111,6
"438",2018-04-04,40.94715,-77.82855,6
"439",2019-04-04,37.597022,-78.636904,5
"440",2019-04-04,37.640907,-78.691147,5
"441",2014-04-05,40.935392,-78.022634,5
"442",2014-04-05,40.82668,-78.1111,5
"443",2016-04-05,40.82668,-78.1111,5
"444",2016-04-05,40.94715,-77.82855,6
"445",2017-04-05,38.27592,-79.33541,5.25
"446",2017-04-05,38.24426,-79.33488,5.25
"447",2019-04-06,38.27618,-79.31866,4.5
"448",2019-04-06,38.28307,-79.32193,4.5
"449",2019-04-06,38.2886,-79.2235,5
"450",2019-04-06,38.12785,-79.49928,5.75
"451",2019-04-06,38.29327,-79.23459,5
"452",2013-04-07,40.90458,-78.10922,5
"453",2013-04-07,40.89526,-78.20605,6
"454",2013-04-07,40.94253,-78.12451,6
"455",2016-04-07,38.27592,-79.33541,5.25
"456",2016-04-07,38.24426,-79.33488,5.25
"457",2017-04-07,38.29335,-79.23998,5
"458",2017-04-07,38.28655,-79.236917,5
"459",2017-04-07,38.29327,-79.23459,5
"460",2019-04-07,37.5694,-78.6595,5.5
"461",2019-04-07,37.585347,-78.647194,5
"462",2012-04-08,40.89526,-78.20605,6
"463",2015-04-08,40.935392,-78.022634,5
"464",2015-04-08,40.82668,-78.1111,5
"465",2017-04-08,40.56722,-78.692778,8
"466",2018-04-08,38.27618,-79.31866,4.5
"467",2018-04-08,38.28307,-79.32193,4.5
"468",2018-04-08,38.26031,-79.37106,5
"469",2018-04-08,38.23334,-79.34763,5
"470",2013-04-09,38.06853,-79.52718,6
"471",2013-04-09,38.15796,-79.47326,5
"472",2016-04-09,38.220944,-79.144206,7.75
"473",2016-04-09,38.20461,-79.14644,7.75
"474",2016-04-10,37.971389,-79.009722,4.5
"475",2017-04-10,38.19035,-79.42254,6
"476",2017-04-10,38.18525,-79.39462,5.5
"477",2017-04-10,38.16906,-79.46398,5
"478",2012-04-11,42.21541,-76.03917,6
"479",2013-04-11,40.935392,-78.022634,4
"480",2013-04-11,40.82668,-78.1111,5
"481",2016-04-11,38.197188,-79.68974,7.5
"482",2016-04-11,38.194288,-79.692486,7
"483",2012-04-12,42.16879,-75.89955,6
"484",2017-04-13,41.5236,-78.21419,5
"485",2017-04-13,41.4194,-78.2264,5
"486",2019-04-14,38.220944,-79.144206,5.5
"487",2016-04-15,40.82668,-78.1111,5
"488",2016-04-15,38.27618,-79.31866,5.5
"489",2016-04-15,38.2886,-79.2235,5
"490",2016-04-15,38.284709,-79.237875,4.75
"491",2014-04-16,40.94253,-78.12451,5
"492",2018-04-16,38.197188,-79.68974,6
"493",2014-04-17,40.90468,-78.10922,5
"494",2014-04-17,40.89526,-78.20605,5
"495",2014-04-17,40.94253,-78.12451,5
"496",2016-04-17,37.980752,-78.953412,5
"497",2016-04-17,37.966452,-78.955626,5
"498",2016-04-17,37.971351,-78.964351,4.75
"499",2016-04-17,37.967042,-78.956641,4.75
"500",2018-04-18,38.194288,-79.692486,6
"501",2018-04-18,38.013481,-78.98915,6.5
"502",2018-04-18,38.026184,-79.06562,7
"503",2015-04-19,37.971389,-79.009722,4.5
"504",2015-04-19,38.364567,-79.161917,5
"505",2016-04-19,38.278173,-79.297023,5.5
"506",2016-04-19,38.279417,-79.293817,5
"507",2016-04-19,38.12785,-79.49928,6
"508",2016-04-19,38.13684,-79.49133,5
"509",2018-04-19,37.9205,-78.9879,5
"510",2018-04-19,37.944862,-78.964713,4.75
"511",2012-04-20,40.90468,-78.10922,6
"512",2012-04-20,40.89526,-78.20605,6
"513",2012-04-20,40.94253,-78.12451,6
"514",2018-04-20,38.278173,-79.297023,5
"515",2018-04-20,38.279417,-79.293817,5
"516",2019-04-20,38.197188,-79.68974,7
"517",2019-04-20,38.194288,-79.692486,7
"518",2015-04-21,38.138367,-79.430133,6
"519",2018-04-21,38.19035,-79.42254,5.5
"520",2018-04-21,38.18525,-79.39462,5.5
"521",2018-04-21,38.220944,-79.144206,6.5
"522",2018-04-21,38.16906,-79.46398,5.5
"523",2018-04-21,38.20461,-79.14644,7.25
"524",2017-04-23,38.220944,-79.144206,6.5
"525",2017-04-23,38.20461,-79.14644,7
"526",2018-04-23,38.12785,-79.49928,5.75
"527",2018-04-23,38.13684,-79.49133,4.5
"528",2019-04-23,38.26031,-79.37106,4.5
"529",2019-04-23,38.23334,-79.34763,5
"530",2013-04-24,40.935392,-78.022634,4
"531",2016-04-24,40.56722,-78.692778,8
"532",2013-04-26,40.82668,-78.1111,5
"533",2017-04-26,38.12785,-79.49928,5.5
"534",2017-04-26,38.13684,-79.49133,5
"535",2018-04-26,38.27592,-79.33541,4.75
"536",2018-04-26,38.24426,-79.33488,4.75
"537",2017-04-27,38.27618,-79.31866,5
"538",2017-04-27,38.28307,-79.32193,5
"539",2017-04-27,38.197188,-79.68974,7
"540",2017-04-27,38.194288,-79.692486,7
"541",2018-04-27,41.5236,-78.21419,5
"542",2018-04-27,41.4194,-78.2264,5
"543",2014-04-29,40.935392,-78.022634,5
"544",2014-04-29,40.82668,-78.1111,6
"545",2016-04-29,38.138367,-79.430133,6
"546",2018-04-29,37.980752,-78.953412,5
"547",2018-04-29,37.966452,-78.955626,5
"548",2018-04-29,37.971351,-78.964351,4.5
"549",2018-04-29,37.967042,-78.956641,4.5
"550",2019-04-29,37.980752,-78.953412,5.5
"551",2019-04-29,37.966452,-78.955626,5.5
"552",2019-04-29,37.971351,-78.964351,5
"553",2019-04-29,37.967042,-78.956641,5
"554",2017-04-30,37.980752,-78.953412,5
"555",2017-04-30,37.966452,-78.955626,5
"556",2017-04-30,37.971389,-79.009722,4.5
"557",2017-04-30,37.971351,-78.964351,4.75
"558",2017-04-30,37.967042,-78.956641,4.75
"559",2019-04-30,41.5236,-78.21419,4
"560",2019-04-30,41.4194,-78.2264,4
"561",2013-05-01,38.06853,-79.52718,6
"562",2013-05-01,38.15796,-79.47326,6
"563",2019-05-01,37.9205,-78.9879,6.5
"564",2019-05-01,37.944862,-78.964713,5.25
"565",2019-05-01,38.013481,-78.98915,7.5
"566",2019-05-01,38.026304,-79.071196,8.5
"567",2016-05-02,41.5236,-78.21419,5
"568",2016-05-02,41.4194,-78.2264,5
"569",2017-05-02,38.278173,-79.297023,5.5
"570",2017-05-02,38.279417,-79.293817,5
"571",2012-05-03,42.21541,-76.03917,6
"572",2016-05-03,38.26031,-79.37106,5
"573",2016-05-03,38.23334,-79.34763,5
"574",2017-05-03,38.27493,-79.38364,5.5
"575",2017-05-03,38.26031,-79.37106,4.5
"576",2017-05-03,38.23334,-79.34763,5.5
"577",2019-05-03,40.94715,-77.82855,6
"578",2019-05-03,37.4291,-78.4541,8.5
"579",2015-05-04,40.82668,-78.1111,5
"580",2015-05-04,38.06853,-79.52718,6
"581",2015-05-04,38.15796,-79.47326,5
"582",2017-05-04,38.27592,-79.33541,5.25
"583",2017-05-04,38.24426,-79.33488,5.25
"584",2013-05-05,40.90458,-78.10922,5
"585",2013-05-05,40.89526,-78.20605,6
"586",2013-05-05,42.21541,-76.03917,6
"587",2013-05-05,40.94253,-78.12451,6
"588",2015-05-05,40.935392,-78.022634,5
