field_1,Date,Latitude,Longitude,water_temp
"3130",2000-01-31,"40.21847","-77.16003","7"
"3131",2000-01-31,"40.22429","-77.14928","7"
"3132",2006-01-31,"40.17663","-77.18537","11.5"
"3133",2006-01-31,"40.23487","-77.14193","10.6"
"3134",2006-01-31,"40.17667","-77.18507","11.5"
"3135",2006-01-31,"40.17999","-77.18692","10.9"
"3136",2006-01-31,"40.18844","-77.18606","11.1"
"3137",2006-01-31,"40.19528","-77.18423","11.1"
"3138",2006-01-31,"40.20792","-77.18104","10.6"
"3139",2006-01-31,"40.21418","-77.16883","11.2"
"3140",2006-01-31,"40.21847","-77.16003","10.9"
"3141",2006-01-31,"40.22429","-77.14928","10.9"
"3142",2006-01-31,"40.19568","-77.18767","11.4"
"3143",2006-01-31,"40.19608","-77.18518","10.6"
"3144",2006-01-31,"40.19588","-77.18745","10.3"
"3145",2011-01-31,"40.17663","-77.18537","11"
"3146",2011-01-31,"40.23487","-77.14193","8.9"
"3147",2011-01-31,"40.17667","-77.18507","10.4"
"3148",2011-01-31,"40.17999","-77.18692","10.2"
"3149",2011-01-31,"40.18844","-77.18606","9.6"
"3150",2011-01-31,"40.19528","-77.18423","9.5"
"3151",2011-01-31,"40.20792","-77.18104","9.1"
"3152",2011-01-31,"40.21418","-77.16883","9.3"
"3153",2011-01-31,"40.21847","-77.16003","9.4"
"3154",2011-01-31,"40.22429","-77.14928","9.1"
"3155",1993-02-01,"40.17663","-77.18537","10.25"
"3156",1993-02-01,"40.23487","-77.14193","8.33"
"3157",1993-02-01,"40.17667","-77.18507","10.5"
"3158",1993-02-01,"40.17999","-77.18692","10.33"
"3159",1993-02-01,"40.18844","-77.18606","9.73"
"3160",1993-02-01,"40.19528","-77.18423","9.4"
"3161",1993-02-01,"40.20792","-77.18104","7.83"
"3162",1993-02-01,"40.21418","-77.16883","8.26"
"3163",1993-02-01,"40.21847","-77.16003","8.4"
"3164",1993-02-01,"40.22429","-77.14928","8.33"
"3172",2015-02-06,"40.17663","-77.18537","10.5"
"3173",2015-02-06,"40.17667","-77.18507","10"
"3174",2015-02-06,"40.17999","-77.18692","9.8"
"3175",2015-02-06,"40.18844","-77.18606","9.4"
"3176",2015-02-06,"40.19528","-77.18423","9.3"
"3177",2015-02-06,"40.20792","-77.18104","8"
"3178",2015-02-06,"40.21418","-77.16883","7.5"
"3179",2015-02-06,"40.21847","-77.16003","7.1"
"3180",2015-02-06,"40.22429","-77.14928","7"
"3181",2015-02-06,"40.23487","-77.14193","6.5"
"3182",2018-02-06,"40.17663","-77.18537","9.2"
"3183",2018-02-06,"40.17667","-77.18507","9.5"
"3184",2018-02-06,"40.17999","-77.18692","9.9"
"3185",2018-02-06,"40.19528","-77.18423","7.5"
"3186",2018-02-06,"40.20792","-77.18104","9.4"
"3187",2018-02-06,"40.22429","-77.14928","8.8"
"3188",2018-02-06,"40.23487","-77.14193","8.8"
"3189",2007-02-07,"40.17663","-77.18537","12.7"
"3190",2007-02-07,"40.23487","-77.14193","11.8"
"3191",2007-02-07,"40.17667","-77.18507","13.4"
"3192",2007-02-07,"40.17999","-77.18692","11.8"
"3193",2007-02-07,"40.18844","-77.18606","12.9"
"3194",2007-02-07,"40.19528","-77.18423","13.2"
"3195",2007-02-07,"40.20792","-77.18104","10.9"
"3196",2007-02-07,"40.21418","-77.16883","11"
"3197",2007-02-07,"40.21847","-77.16003","11.4"
"3198",2007-02-07,"40.22429","-77.14928","11.8"
"3199",2007-02-07,"40.19568","-77.18767","16.7"
"3200",1997-02-08,"40.17663","-77.18537","10"
"3201",1997-02-08,"40.23487","-77.14193","9.8"
"3202",1997-02-08,"40.17667","-77.18507","10"
"3203",1997-02-08,"40.17999","-77.18692","10"
"3204",1997-02-08,"40.18844","-77.18606","10"
"3205",1997-02-08,"40.19528","-77.18423","9.8"
"3206",1997-02-08,"40.20792","-77.18104","9.8"
"3207",1997-02-08,"40.21418","-77.16883","9.6"
"3208",1997-02-08,"40.21847","-77.16003","9.7"
"3209",1997-02-08,"40.22429","-77.14928","9.8"
"3210",1998-02-08,"40.17663","-77.18537","10.4"
"3211",1998-02-08,"40.23487","-77.14193","9.1"
"3212",1998-02-08,"40.17667","-77.18507","10.6"
"3213",1998-02-08,"40.17999","-77.18692","10"
"3214",1998-02-08,"40.18844","-77.18606","10.4"
"3215",1998-02-08,"40.19528","-77.18423","9.7"
"3216",1998-02-08,"40.20792","-77.18104","9.6"
"3217",1998-02-08,"40.21418","-77.16883","9.6"
"3218",1998-02-08,"40.21847","-77.16003","9.5"
"3219",1998-02-08,"40.22429","-77.14928","9.8"
"3220",1999-02-08,"40.17663","-77.18537","11.2"
"3221",1999-02-08,"40.23487","-77.14193","11.2"
"3222",1999-02-08,"40.17667","-77.18507","11.2"
"3223",1999-02-08,"40.17999","-77.18692","11.2"
"3224",1999-02-08,"40.18844","-77.18606","11.3"
"3225",1999-02-08,"40.19528","-77.18423","11.3"
"3226",1999-02-08,"40.20792","-77.18104","11.3"
"3227",1999-02-08,"40.21418","-77.16883","11.2"
"3228",1999-02-08,"40.21847","-77.16003","11.3"
"3229",1999-02-08,"40.22429","-77.14928","11.3"
"3230",2008-02-08,"40.17663","-77.18537","10.1"
"3231",2008-02-08,"40.23487","-77.14193","9.6"
"3232",2008-02-08,"40.17667","-77.18507","9.5"
"3233",2008-02-08,"40.17999","-77.18692","9.1"
"3234",2008-02-08,"40.18844","-77.18606","9.6"
"3235",2008-02-08,"40.19528","-77.18423","10.9"
"3236",2008-02-08,"40.20792","-77.18104","9.7"
"3237",2008-02-08,"40.21418","-77.16883","9.5"
"3238",2008-02-08,"40.21847","-77.16003","9"
"3239",2008-02-08,"40.22429","-77.14928","9.4"
"3240",2008-02-08,"40.19568","-77.18767","12.1"
"3241",2008-02-08,"40.19608","-77.18518","12.3"
"3242",2008-02-08,"40.19588","-77.18745","11.9"
"3243",2009-02-09,"40.17663","-77.18537","11.3"
"3244",2009-02-09,"40.23487","-77.14193","9.5"
"3245",2009-02-09,"40.17667","-77.18507","11.2"
"3246",2009-02-09,"40.17999","-77.18692","11.2"
"3247",2009-02-09,"40.18844","-77.18606","10.6"
"3248",2009-02-09,"40.19528","-77.18423","10.9"
"3249",2009-02-09,"40.20792","-77.18104","10.1"
"3250",2009-02-09,"40.21418","-77.16883","9.7"
"3251",2009-02-09,"40.21847","-77.16003","9.5"
"3252",2009-02-09,"40.22429","-77.14928","9.7"
"3253",2009-02-09,"40.19568","-77.18767","12.6"
"3254",2009-02-09,"40.19608","-77.18518","12.2"
"3255",2009-02-09,"40.19588","-77.18745","8.1"
"3258",2016-02-10,"40.17999","-77.18692","10.3"
"3259",2016-02-10,"40.17667","-77.18507","10.5"
"3260",2016-02-10,"40.17663","-77.18537","10.4"
"3261",2016-02-10,"40.18844","-77.18606","10.4"
"3262",2016-02-10,"40.19528","-77.18423","10.2"
"3263",2016-02-10,"40.20792","-77.18104","9.8"
"3264",2016-02-10,"40.21418","-77.16883","10"
"3265",2016-02-10,"40.21847","-77.16003","9.6"
"3266",2016-02-10,"40.22429","-77.14928","10"
"3267",2016-02-10,"40.23487","-77.14193","9.6"
"3268",2020-02-10,"40.17999","-77.18692","10.6"
"3269",2020-02-10,"40.17667","-77.18507","10.8"
"3270",2020-02-10,"40.17663","-77.18537","10.7"
"3271",2020-02-10,"40.19528","-77.18423","10.5"
"3272",2020-02-10,"40.22429","-77.14928","10.5"
"3273",2020-02-10,"40.23487","-77.14193","10.3"
"3275",2012-02-12,"40.17663","-77.18537","9.7"
"3276",2012-02-12,"40.23487","-77.14193","8.4"
"3277",2012-02-12,"40.17667","-77.18507","9.8"
"3278",2012-02-12,"40.17999","-77.18692","9.9"
"3279",2012-02-12,"40.18844","-77.18606","9.4"
"3280",2012-02-12,"40.19528","-77.18423","9.2"
"3281",2012-02-12,"40.20792","-77.18104","8.8"
"3282",2012-02-12,"40.21418","-77.16883","9.2"
"3283",2012-02-12,"40.21847","-77.16003","8.8"
"3284",2012-02-12,"40.22429","-77.14928","8.7"
"3286",2019-02-13,"40.17999","-77.18692","9.3"
"3287",2019-02-13,"40.17667","-77.18507","9.8"
"3288",2019-02-13,"40.17663","-77.18537","9.6"
"3289",2019-02-13,"40.19528","-77.18423","9.6"
"3290",2019-02-13,"40.20792","-77.18104","8.7"
"3291",2019-02-13,"40.22429","-77.14928","9.1"
"3292",2019-02-13,"40.23487","-77.14193","9.5"
"3293",2020-02-14,"40.236495","-77.193667","5.9"
"3294",2013-02-15,"40.17663","-77.18537","11.4"
"3295",2013-02-15,"40.23487","-77.14193","10.7"
"3296",2013-02-15,"40.17667","-77.18507","12"
"3297",2013-02-15,"40.17999","-77.18692","11.7"
"3298",2013-02-15,"40.18844","-77.18606","11.8"
"3299",2013-02-15,"40.19528","-77.18423","12"
"3300",2013-02-15,"40.20792","-77.18104","11.4"
"3301",2013-02-15,"40.21418","-77.16883","10.9"
"3302",2013-02-15,"40.21847","-77.16003","10.6"
"3303",2013-02-15,"40.22429","-77.14928","10.8"
"3304",2017-02-15,"40.17663","-77.18537","9.7"
"3305",2017-02-15,"40.23487","-77.14193","8.7"
"3306",2017-02-15,"40.17667","-77.18507","9.7"
"3307",2017-02-15,"40.17999","-77.18692","10.3"
"3308",2017-02-15,"40.19528","-77.18423","9.1"
"3309",2017-02-15,"40.20792","-77.18104","8.6"
"3310",2017-02-15,"40.22429","-77.14928","9.2"
"3316",2004-02-17,"40.17663","-77.18537","10.8"
"3317",2004-02-17,"40.23487","-77.14193","9.2"
"3318",2004-02-17,"40.17667","-77.18507","11.2"
"3319",2004-02-17,"40.17999","-77.18692","10.4"
"3320",2004-02-17,"40.18844","-77.18606","10.4"
"3321",2004-02-17,"40.19528","-77.18423","10.4"
"3322",2004-02-17,"40.20792","-77.18104","9.8"
"3323",2004-02-17,"40.21418","-77.16883","9.7"
"3324",2004-02-17,"40.21847","-77.16003","9.2"
"3325",2004-02-17,"40.22429","-77.14928","9.2"
"3326",2004-02-17,"40.19568","-77.18767","10.4"
"3327",2004-02-17,"40.19608","-77.18518","11.9"
"3328",2020-02-17,"40.234075","-77.218027","6.3"
"3329",2010-02-19,"40.17663","-77.18537","11.6"
"3330",2010-02-19,"40.23487","-77.14193","10.5"
"3331",2010-02-19,"40.17667","-77.18507","11.7"
"3332",2010-02-19,"40.17999","-77.18692","11.3"
"3333",2010-02-19,"40.18844","-77.18606","11.9"
"3334",2010-02-19,"40.19528","-77.18423","11.8"
"3335",2010-02-19,"40.20792","-77.18104","11.2"
"3336",2010-02-19,"40.21418","-77.16883","11"
"3337",2010-02-19,"40.21847","-77.16003","10.7"
"3338",2010-02-19,"40.22429","-77.14928","10.9"
"3339",2010-02-19,"40.19568","-77.18767","12.2"
"3340",2010-02-19,"40.19608","-77.18518","13.3"
"3341",2010-02-19,"40.19588","-77.18745","10.7"
"3342",2002-02-20,"40.17663","-77.18537","12.1"
"3343",2002-02-20,"40.23487","-77.14193","10.3"
"3344",2002-02-20,"40.17667","-77.18507","11.7"
"3345",2002-02-20,"40.17999","-77.18692","11.4"
"3346",2002-02-20,"40.18844","-77.18606","11.6"
"3347",2002-02-20,"40.19528","-77.18423","11.5"
"3348",2002-02-20,"40.20792","-77.18104","10.5"
"3349",2002-02-20,"40.21418","-77.16883","10.3"
"3350",2002-02-20,"40.21847","-77.16003","10.3"
"3351",2002-02-20,"40.22429","-77.14928","10.4"
"3352",2002-02-20,"40.19608","-77.18518","10.1"
"3355",2006-02-21,"40.17663","-77.18537","11.8"
"3356",2006-02-21,"40.23487","-77.14193","10.2"
"3357",2006-02-21,"40.17667","-77.18507","11.7"
"3358",2006-02-21,"40.17999","-77.18692","11.5"
"3359",2006-02-21,"40.18844","-77.18606","11.6"
"3360",2006-02-21,"40.19528","-77.18423","11.6"
"3361",2006-02-21,"40.20792","-77.18104","10.4"
"3362",2006-02-21,"40.21418","-77.16883","10.7"
"3363",2006-02-21,"40.21847","-77.16003","10.5"
"3364",2006-02-21,"40.22429","-77.14928","10.7"
"3365",2006-02-21,"40.19568","-77.18767","13.6"
"3366",2006-02-21,"40.19608","-77.18518","13.2"
"3367",2006-02-21,"40.19588","-77.18745","7.7"
"3368",2011-02-22,"40.17663","-77.18537","11.1"
"3369",2011-02-22,"40.23487","-77.14193","6"
"3370",2011-02-22,"40.17667","-77.18507","11.3"
"3371",2011-02-22,"40.17999","-77.18692","10.6"
"3372",2011-02-22,"40.18844","-77.18606","10.4"
"3373",2011-02-22,"40.19528","-77.18423","10.3"
"3374",2011-02-22,"40.20792","-77.18104","8.3"
"3375",2011-02-22,"40.21418","-77.16883","7.8"
"3376",2011-02-22,"40.21847","-77.16003","7.34"
"3377",2011-02-22,"40.22429","-77.14928","7"
"3378",2011-02-22,"40.19568","-77.18767","13.2"
"3380",2003-02-25,"40.17663","-77.18537","11.3"
"3381",2003-02-25,"40.23487","-77.14193","10"
"3382",2003-02-25,"40.17667","-77.18507","11.2"
"3383",2003-02-25,"40.17999","-77.18692","11.2"
"3384",2003-02-25,"40.18844","-77.18606","10.8"
"3385",2003-02-25,"40.19528","-77.18423","10.6"
"3386",2003-02-25,"40.20792","-77.18104","10.2"
"3387",2003-02-25,"40.21418","-77.16883","10.2"
"3388",2003-02-25,"40.21847","-77.16003","9.9"
"3389",2003-02-25,"40.22429","-77.14928","9.9"
"3390",2003-02-25,"40.19568","-77.18767","11.1"
"3391",2003-02-25,"40.19608","-77.18518","11.8"
"3392",2000-02-26,"40.17663","-77.18537","11"
"3393",2000-02-26,"40.23487","-77.14193","14"
"3394",2000-02-26,"40.17667","-77.18507","14"
"3395",2000-02-26,"40.17999","-77.18692","11"
"3396",2000-02-26,"40.18844","-77.18606","11"
"3397",2000-02-26,"40.19528","-77.18423","14"
"3398",2000-02-26,"40.20792","-77.18104","14"
"3399",2000-02-26,"40.21418","-77.16883","15"
"3400",2000-02-26,"40.21847","-77.16003","14"
"3401",2000-02-26,"40.22429","-77.14928","13"
"3402",2001-02-26,"40.17663","-77.18537","12.2"
"3403",2001-02-26,"40.23487","-77.14193","10.8"
"3404",2001-02-26,"40.17667","-77.18507","12.6"
"3405",2001-02-26,"40.17999","-77.18692","11.5"
"3406",2001-02-26,"40.18844","-77.18606","12.2"
"3407",2001-02-26,"40.19528","-77.18423","12.8"
"3408",2001-02-26,"40.20792","-77.18104","11.6"
"3409",2001-02-26,"40.21418","-77.16883","10.6"
"3410",2001-02-26,"40.21847","-77.16003","10.7"
"3411",2001-02-26,"40.22429","-77.14928","10.9"
"3412",2001-02-26,"40.19568","-77.18767","11.6"
"3413",2001-02-26,"40.19608","-77.18518","13.2"
"3414",2005-02-28,"40.17663","-77.18537","10.3"
"3415",2005-02-28,"40.23487","-77.14193","8.4"
"3416",2005-02-28,"40.17667","-77.18507","10.1"
"3417",2005-02-28,"40.17999","-77.18692","9.6"
"3418",2005-02-28,"40.18844","-77.18606","9.4"
"3419",2005-02-28,"40.19528","-77.18423","9"
"3420",2005-02-28,"40.20792","-77.18104","8.6"
"3421",2005-02-28,"40.21418","-77.16883","8.4"
"3422",2005-02-28,"40.21847","-77.16003","8.5"
"3423",2005-02-28,"40.22429","-77.14928","8.3"
