field_1,Date,Latitude,Longitude,pH
"221",2008-01-08,"40.176670000000001","-77.185069999999996","8.000000000000000"
"222",2008-01-08,"40.179989999999997","-77.186920000000001","7.840000000000000"
"223",2008-01-08,"40.188440000000000","-77.186059999999998","7.970000000000000"
"224",2008-01-08,"40.195279999999997","-77.184229999999999","8.119999999999999"
"225",2008-01-08,"40.207920000000001","-77.181039999999996","8.130000000000001"
"226",2008-01-08,"40.214179999999999","-77.168830000000000","7.830000000000000"
"227",2008-01-08,"40.218470000000003","-77.160030000000006","7.910000000000000"
"228",2008-01-08,"40.224290000000003","-77.149280000000005","7.900000000000000"
"229",2008-01-08,"40.195680000000003","-77.187669999999997","7.240000000000000"
"230",2008-01-08,"40.196080000000002","-77.185180000000003","7.300000000000000"
"231",2008-01-08,"40.195880000000002","-77.187449999999998","7.630000000000000"
"232",2009-01-09,"40.176630000000003","-77.185370000000006","7.740000000000000"
"233",2009-01-09,"40.234870000000001","-77.141930000000002","8.150000000000000"
"234",2009-01-09,"40.176670000000001","-77.185069999999996","7.920000000000000"
"235",2009-01-09,"40.179989999999997","-77.186920000000001","7.820000000000000"
"236",2009-01-09,"40.188440000000000","-77.186059999999998","8.070000000000000"
"237",2009-01-09,"40.195279999999997","-77.184229999999999","8.140000000000001"
"238",2009-01-09,"40.207920000000001","-77.181039999999996","8.279999999999999"
"239",2009-01-09,"40.214179999999999","-77.168830000000000","8.029999999999999"
"240",2009-01-09,"40.218470000000003","-77.160030000000006","8.130000000000001"
"241",2009-01-09,"40.224290000000003","-77.149280000000005","8.080000000000000"
"242",2009-01-09,"40.195680000000003","-77.187669999999997","7.550000000000000"
"243",2009-01-09,"40.196080000000002","-77.185180000000003","7.600000000000000"
"244",2009-01-09,"40.195880000000002","-77.187449999999998","7.760000000000000"
"245",2020-01-13,"40.179989999999997","-77.186920000000001","7.920000000000000"
"246",2020-01-13,"40.176670000000001","-77.185069999999996","8.240000000000000"
"247",2020-01-13,"40.176630000000003","-77.185370000000006","7.740000000000000"
"248",2020-01-13,"40.195279999999997","-77.184229999999999","8.100000000000000"
"249",2020-01-13,"40.207920000000001","-77.181039999999996","8.130000000000001"
"250",2020-01-13,"40.224290000000003","-77.149280000000005","7.810000000000000"
"251",2020-01-13,"40.234870000000001","-77.141930000000002","8.060000000000000"
"252",2018-01-15,"40.179989999999997","-77.186920000000001","8.100000000000000"
"253",2018-01-15,"40.176670000000001","-77.185069999999996","8.000000000000000"
"254",2018-01-15,"40.176630000000003","-77.185370000000006","8.199999999999999"
"255",2018-01-15,"40.195279999999997","-77.184229999999999","8.300000000000001"
"256",2018-01-15,"40.207920000000001","-77.181039999999996","8.699999999999999"
"257",2018-01-15,"40.224290000000003","-77.149280000000005","8.400000000000000"
"258",2018-01-15,"40.234870000000001","-77.141930000000002","8.500000000000000"
"261",2005-01-26,"40.176630000000003","-77.185370000000006","7.500000000000000"
"262",2005-01-26,"40.234870000000001","-77.141930000000002","8.000000000000000"
"263",2005-01-26,"40.176670000000001","-77.185069999999996","7.600000000000000"
"264",2005-01-26,"40.179989999999997","-77.186920000000001","7.600000000000000"
"265",2005-01-26,"40.188440000000000","-77.186059999999998","7.700000000000000"
"266",2005-01-26,"40.195279999999997","-77.184229999999999","7.800000000000000"
"267",2005-01-26,"40.207920000000001","-77.181039999999996","7.800000000000000"
"268",2005-01-26,"40.214179999999999","-77.168830000000000","7.600000000000000"
"269",2005-01-26,"40.218470000000003","-77.160030000000006","7.900000000000000"
"270",2005-01-26,"40.224290000000003","-77.149280000000005","7.900000000000000"
"271",2005-01-26,"40.195680000000003","-77.187669999999997","7.400000000000000"
"272",2005-01-26,"40.196080000000002","-77.185180000000003","7.300000000000000"
"273",2005-01-26,"40.195880000000002","-77.187449999999998","7.400000000000000"
"274",2010-01-27,"40.176630000000003","-77.185370000000006","7.680000000000000"
"275",2010-01-27,"40.234870000000001","-77.141930000000002","7.830000000000000"
"276",2010-01-27,"40.176670000000001","-77.185069999999996","7.780000000000000"
"277",2010-01-27,"40.179989999999997","-77.186920000000001","7.820000000000000"
"278",2010-01-27,"40.188440000000000","-77.186059999999998","7.890000000000000"
"279",2010-01-27,"40.195279999999997","-77.184229999999999","7.800000000000000"
"280",2010-01-27,"40.207920000000001","-77.181039999999996","7.960000000000000"
"281",2010-01-27,"40.214179999999999","-77.168830000000000","7.760000000000000"
"282",2010-01-27,"40.218470000000003","-77.160030000000006","7.880000000000000"
"283",2010-01-27,"40.224290000000003","-77.149280000000005","7.820000000000000"
"284",2010-01-27,"40.195680000000003","-77.187669999999997","7.330000000000000"
"285",2010-01-27,"40.196080000000002","-77.185180000000003","7.480000000000000"
"286",2010-01-27,"40.195880000000002","-77.187449999999998","7.430000000000000"
"287",2001-01-29,"40.176630000000003","-77.185370000000006","7.800000000000000"
"288",2001-01-29,"40.234870000000001","-77.141930000000002","7.950000000000000"
"289",2001-01-29,"40.176670000000001","-77.185069999999996","7.900000000000000"
"290",2001-01-29,"40.179989999999997","-77.186920000000001","7.900000000000000"
"291",2001-01-29,"40.188440000000000","-77.186059999999998","8.000000000000000"
"292",2001-01-29,"40.195279999999997","-77.184229999999999","7.950000000000000"
"293",2001-01-29,"40.207920000000001","-77.181039999999996","7.900000000000000"
"294",2001-01-29,"40.214179999999999","-77.168830000000000","8.000000000000000"
"295",2001-01-29,"40.218470000000003","-77.160030000000006","7.800000000000000"
"296",2001-01-29,"40.224290000000003","-77.149280000000005","8.100000000000000"
"301",2002-01-30,"40.176630000000003","-77.185370000000006","8.000000000000000"
"302",2002-01-30,"40.234870000000001","-77.141930000000002","8.000000000000000"
"303",2002-01-30,"40.176670000000001","-77.185069999999996","8.100000000000000"
"304",2002-01-30,"40.179989999999997","-77.186920000000001","7.900000000000000"
"305",2002-01-30,"40.188440000000000","-77.186059999999998","8.000000000000000"
"306",2002-01-30,"40.195279999999997","-77.184229999999999","8.199999999999999"
"307",2002-01-30,"40.207920000000001","-77.181039999999996","8.000000000000000"
"308",2002-01-30,"40.214179999999999","-77.168830000000000","7.800000000000000"
"309",2002-01-30,"40.218470000000003","-77.160030000000006","7.800000000000000"
"310",2002-01-30,"40.224290000000003","-77.149280000000005","8.000000000000000"
"311",2002-01-30,"40.196080000000002","-77.185180000000003","8.000000000000000"
"312",2004-01-30,"40.176630000000003","-77.185370000000006","7.800000000000000"
"313",2004-01-30,"40.176670000000001","-77.185069999999996","8.100000000000000"
"314",2004-01-30,"40.179989999999997","-77.186920000000001","7.500000000000000"
"315",2004-01-30,"40.188440000000000","-77.186059999999998","7.400000000000000"
"316",2004-01-30,"40.195680000000003","-77.187669999999997","7.500000000000000"
"317",2004-01-30,"40.196080000000002","-77.185180000000003","6.700000000000000"
"318",2019-01-30,"40.176670000000001","-77.185069999999996","8.150000000000000"
"319",2019-01-30,"40.176630000000003","-77.185370000000006","8.100000000000000"
"320",2019-01-30,"40.195279999999997","-77.184229999999999","8.160000000000000"
"321",2019-01-30,"40.207920000000001","-77.181039999999996","8.180000000000000"
"322",2019-01-30,"40.224290000000003","-77.149280000000005","8.150000000000000"
"323",2019-01-30,"40.234870000000001","-77.141930000000002","8.199999999999999"
"324",2000-01-31,"40.176630000000003","-77.185370000000006","7.200000000000000"
"325",2000-01-31,"40.234870000000001","-77.141930000000002","7.300000000000000"
"326",2000-01-31,"40.176670000000001","-77.185069999999996","7.000000000000000"
"327",2000-01-31,"40.179989999999997","-77.186920000000001","7.200000000000000"
"328",2000-01-31,"40.188440000000000","-77.186059999999998","7.300000000000000"
"329",2000-01-31,"40.195279999999997","-77.184229999999999","7.000000000000000"
"330",2000-01-31,"40.207920000000001","-77.181039999999996","7.200000000000000"
"331",2000-01-31,"40.214179999999999","-77.168830000000000","7.200000000000000"
"332",2000-01-31,"40.218470000000003","-77.160030000000006","7.200000000000000"
"333",2000-01-31,"40.224290000000003","-77.149280000000005","7.300000000000000"
"334",2006-01-31,"40.176630000000003","-77.185370000000006","7.900000000000000"
"335",2006-01-31,"40.234870000000001","-77.141930000000002","8.100000000000000"
"336",2006-01-31,"40.176670000000001","-77.185069999999996","7.800000000000000"
"337",2006-01-31,"40.179989999999997","-77.186920000000001","7.800000000000000"
"338",2006-01-31,"40.188440000000000","-77.186059999999998","7.800000000000000"
"339",2006-01-31,"40.195279999999997","-77.184229999999999","8.000000000000000"
"340",2006-01-31,"40.207920000000001","-77.181039999999996","8.100000000000000"
"341",2006-01-31,"40.214179999999999","-77.168830000000000","8.000000000000000"
"342",2006-01-31,"40.218470000000003","-77.160030000000006","8.000000000000000"
"343",2006-01-31,"40.224290000000003","-77.149280000000005","8.000000000000000"
"344",2006-01-31,"40.195680000000003","-77.187669999999997","10.699999999999999"
"345",2006-01-31,"40.196080000000002","-77.185180000000003","7.800000000000000"
"346",2006-01-31,"40.195880000000002","-77.187449999999998","7.600000000000000"
"347",2011-01-31,"40.176630000000003","-77.185370000000006","7.710000000000000"
"348",2011-01-31,"40.234870000000001","-77.141930000000002","7.700000000000000"
"349",2011-01-31,"40.176670000000001","-77.185069999999996","7.850000000000000"
"350",2011-01-31,"40.179989999999997","-77.186920000000001","7.890000000000000"
"351",2011-01-31,"40.188440000000000","-77.186059999999998","8.000000000000000"
"352",2011-01-31,"40.195279999999997","-77.184229999999999","7.650000000000000"
"353",2011-01-31,"40.207920000000001","-77.181039999999996","8.029999999999999"
"354",2011-01-31,"40.214179999999999","-77.168830000000000","7.840000000000000"
"355",2011-01-31,"40.218470000000003","-77.160030000000006","8.010000000000000"
"356",2011-01-31,"40.224290000000003","-77.149280000000005","7.880000000000000"
"359",1993-02-01,"40.176630000000003","-77.185370000000006","7.000000000000000"
"360",1993-02-01,"40.234870000000001","-77.141930000000002","6.900000000000000"
"361",1993-02-01,"40.176670000000001","-77.185069999999996","7.200000000000000"
"362",1993-02-01,"40.179989999999997","-77.186920000000001","6.900000000000000"
"363",1993-02-01,"40.188440000000000","-77.186059999999998","7.000000000000000"
"364",1993-02-01,"40.195279999999997","-77.184229999999999","7.000000000000000"
"365",1993-02-01,"40.207920000000001","-77.181039999999996","7.000000000000000"
"366",1993-02-01,"40.214179999999999","-77.168830000000000","6.900000000000000"
"367",1993-02-01,"40.218470000000003","-77.160030000000006","6.900000000000000"
"368",1993-02-01,"40.224290000000003","-77.149280000000005","6.800000000000000"
"369",1995-02-01,"40.176630000000003","-77.185370000000006","7.400000000000000"
"370",1995-02-01,"40.234870000000001","-77.141930000000002","7.400000000000000"
"371",1995-02-01,"40.176670000000001","-77.185069999999996","7.300000000000000"
"372",1995-02-01,"40.179989999999997","-77.186920000000001","7.400000000000000"
"373",1995-02-01,"40.188440000000000","-77.186059999999998","7.500000000000000"
"374",1995-02-01,"40.195279999999997","-77.184229999999999","7.400000000000000"
"375",1995-02-01,"40.207920000000001","-77.181039999999996","7.400000000000000"
"376",1995-02-01,"40.214179999999999","-77.168830000000000","7.300000000000000"
"377",1995-02-01,"40.218470000000003","-77.160030000000006","7.400000000000000"
"378",1995-02-01,"40.224290000000003","-77.149280000000005","7.400000000000000"
"379",2015-02-06,"40.176630000000003","-77.185370000000006","7.400000000000000"
"380",2015-02-06,"40.176670000000001","-77.185069999999996","7.900000000000000"
"381",2015-02-06,"40.179989999999997","-77.186920000000001","7.700000000000000"
"382",2015-02-06,"40.188440000000000","-77.186059999999998","7.900000000000000"
"383",2015-02-06,"40.195279999999997","-77.184229999999999","8.100000000000000"
"384",2015-02-06,"40.207920000000001","-77.181039999999996","8.199999999999999"
"385",2015-02-06,"40.214179999999999","-77.168830000000000","7.900000000000000"
"386",2015-02-06,"40.218470000000003","-77.160030000000006","8.000000000000000"
"387",2015-02-06,"40.224290000000003","-77.149280000000005","7.900000000000000"
"388",2015-02-06,"40.234870000000001","-77.141930000000002","8.000000000000000"
"389",2018-02-06,"40.176630000000003","-77.185370000000006","8.199999999999999"
"390",2018-02-06,"40.176670000000001","-77.185069999999996","8.400000000000000"
"391",2018-02-06,"40.179989999999997","-77.186920000000001","8.000000000000000"
"392",2018-02-06,"40.195279999999997","-77.184229999999999","8.400000000000000"
"393",2018-02-06,"40.207920000000001","-77.181039999999996","8.500000000000000"
"394",2018-02-06,"40.224290000000003","-77.149280000000005","8.400000000000000"
"395",2018-02-06,"40.234870000000001","-77.141930000000002","8.400000000000000"
"396",2007-02-07,"40.176630000000003","-77.185370000000006","7.690000000000000"
"397",2007-02-07,"40.234870000000001","-77.141930000000002","8.279999999999999"
"398",2007-02-07,"40.176670000000001","-77.185069999999996","8.070000000000000"
"399",2007-02-07,"40.179989999999997","-77.186920000000001","7.880000000000000"
"400",2007-02-07,"40.188440000000000","-77.186059999999998","8.060000000000000"
"401",2007-02-07,"40.195279999999997","-77.184229999999999","8.289999999999999"
"402",2007-02-07,"40.207920000000001","-77.181039999999996","8.340000000000000"
"403",2007-02-07,"40.214179999999999","-77.168830000000000","8.010000000000000"
"404",2007-02-07,"40.218470000000003","-77.160030000000006","8.140000000000001"
"405",2007-02-07,"40.224290000000003","-77.149280000000005","8.160000000000000"
"406",2007-02-07,"40.195680000000003","-77.187669999999997","7.360000000000000"
"416",1997-02-08,"40.176630000000003","-77.185370000000006","7.440000000000000"
"417",1997-02-08,"40.234870000000001","-77.141930000000002","7.600000000000000"
"418",1997-02-08,"40.176670000000001","-77.185069999999996","7.460000000000000"
"419",1997-02-08,"40.179989999999997","-77.186920000000001","7.600000000000000"
"420",1997-02-08,"40.188440000000000","-77.186059999999998","7.550000000000000"
"421",1997-02-08,"40.195279999999997","-77.184229999999999","7.580000000000000"
"422",1997-02-08,"40.207920000000001","-77.181039999999996","7.780000000000000"
"423",1997-02-08,"40.214179999999999","-77.168830000000000","7.700000000000000"
"424",1997-02-08,"40.218470000000003","-77.160030000000006","7.600000000000000"
"425",1997-02-08,"40.224290000000003","-77.149280000000005","7.500000000000000"
"426",1998-02-08,"40.176630000000003","-77.185370000000006","7.600000000000000"
"427",1998-02-08,"40.234870000000001","-77.141930000000002","8.100000000000000"
"428",1998-02-08,"40.176670000000001","-77.185069999999996","7.700000000000000"
"429",1998-02-08,"40.179989999999997","-77.186920000000001","7.700000000000000"
"430",1998-02-08,"40.188440000000000","-77.186059999999998","7.700000000000000"
"431",1998-02-08,"40.195279999999997","-77.184229999999999","7.600000000000000"
"432",1998-02-08,"40.207920000000001","-77.181039999999996","7.900000000000000"
"433",1998-02-08,"40.214179999999999","-77.168830000000000","7.900000000000000"
"434",1998-02-08,"40.218470000000003","-77.160030000000006","7.900000000000000"
"435",1998-02-08,"40.224290000000003","-77.149280000000005","7.800000000000000"
"436",1999-02-08,"40.176630000000003","-77.185370000000006","7.400000000000000"
"437",1999-02-08,"40.234870000000001","-77.141930000000002","7.500000000000000"
"438",1999-02-08,"40.176670000000001","-77.185069999999996","7.400000000000000"
"439",1999-02-08,"40.179989999999997","-77.186920000000001","7.500000000000000"
"440",1999-02-08,"40.188440000000000","-77.186059999999998","7.400000000000000"
"441",1999-02-08,"40.195279999999997","-77.184229999999999","7.400000000000000"
"442",1999-02-08,"40.207920000000001","-77.181039999999996","7.600000000000000"
"443",1999-02-08,"40.214179999999999","-77.168830000000000","7.500000000000000"
"444",1999-02-08,"40.218470000000003","-77.160030000000006","7.400000000000000"
"445",1999-02-08,"40.224290000000003","-77.149280000000005","7.400000000000000"
"446",2008-02-08,"40.176630000000003","-77.185370000000006","7.670000000000000"
"447",2008-02-08,"40.234870000000001","-77.141930000000002","7.850000000000000"
"448",2008-02-08,"40.176670000000001","-77.185069999999996","8.020000000000000"
"449",2008-02-08,"40.179989999999997","-77.186920000000001","7.900000000000000"
"450",2008-02-08,"40.188440000000000","-77.186059999999998","8.029999999999999"
"451",2008-02-08,"40.195279999999997","-77.184229999999999","8.199999999999999"
"452",2008-02-08,"40.207920000000001","-77.181039999999996","8.250000000000000"
"453",2008-02-08,"40.214179999999999","-77.168830000000000","7.820000000000000"
"454",2008-02-08,"40.218470000000003","-77.160030000000006","7.840000000000000"
"455",2008-02-08,"40.224290000000003","-77.149280000000005","7.860000000000000"
"456",2008-02-08,"40.195680000000003","-77.187669999999997","7.320000000000000"
"457",2008-02-08,"40.196080000000002","-77.185180000000003","7.490000000000000"
"458",2008-02-08,"40.195880000000002","-77.187449999999998","7.450000000000000"
"459",2009-02-09,"40.176630000000003","-77.185370000000006","8.220000000000001"
"460",2009-02-09,"40.234870000000001","-77.141930000000002","8.199999999999999"
"461",2009-02-09,"40.176670000000001","-77.185069999999996","8.020000000000000"
"462",2009-02-09,"40.179989999999997","-77.186920000000001","7.740000000000000"
"463",2009-02-09,"40.188440000000000","-77.186059999999998","8.070000000000000"
"464",2009-02-09,"40.195279999999997","-77.184229999999999","8.160000000000000"
"465",2009-02-09,"40.207920000000001","-77.181039999999996","8.270000000000000"
"466",2009-02-09,"40.214179999999999","-77.168830000000000","7.960000000000000"
"467",2009-02-09,"40.218470000000003","-77.160030000000006","8.109999999999999"
"468",2009-02-09,"40.224290000000003","-77.149280000000005","8.060000000000000"
"469",2009-02-09,"40.195680000000003","-77.187669999999997","7.540000000000000"
"470",2009-02-09,"40.196080000000002","-77.185180000000003","7.860000000000000"
"471",2009-02-09,"40.195880000000002","-77.187449999999998","8.330000000000000"
"472",2016-02-10,"40.179989999999997","-77.186920000000001","8.000000000000000"
"473",2016-02-10,"40.176670000000001","-77.185069999999996","8.080000000000000"
"474",2016-02-10,"40.176630000000003","-77.185370000000006","7.850000000000000"
"475",2016-02-10,"40.188440000000000","-77.186059999999998","8.039999999999999"
"476",2016-02-10,"40.195279999999997","-77.184229999999999","8.250000000000000"
"477",2016-02-10,"40.207920000000001","-77.181039999999996","8.330000000000000"
"478",2016-02-10,"40.214179999999999","-77.168830000000000","8.390000000000001"
"479",2016-02-10,"40.218470000000003","-77.160030000000006","8.240000000000000"
"480",2016-02-10,"40.224290000000003","-77.149280000000005","8.160000000000000"
"481",2016-02-10,"40.234870000000001","-77.141930000000002","7.960000000000000"
"482",2020-02-10,"40.179989999999997","-77.186920000000001","7.950000000000000"
"483",2020-02-10,"40.176670000000001","-77.185069999999996","8.080000000000000"
"484",2020-02-10,"40.176630000000003","-77.185370000000006","7.900000000000000"
"485",2020-02-10,"40.195279999999997","-77.184229999999999","8.060000000000000"
"486",2020-02-10,"40.224290000000003","-77.149280000000005","8.100000000000000"
"487",2020-02-10,"40.234870000000001","-77.141930000000002","8.090000000000000"
"488",2012-02-12,"40.176630000000003","-77.185370000000006","7.760000000000000"
"489",2012-02-12,"40.234870000000001","-77.141930000000002","8.170000000000000"
"490",2012-02-12,"40.176670000000001","-77.185069999999996","7.800000000000000"
"491",2012-02-12,"40.179989999999997","-77.186920000000001","7.650000000000000"
"492",2012-02-12,"40.188440000000000","-77.186059999999998","7.860000000000000"
"493",2012-02-12,"40.195279999999997","-77.184229999999999","7.950000000000000"
"494",2012-02-12,"40.207920000000001","-77.181039999999996","8.060000000000000"
"495",2012-02-12,"40.214179999999999","-77.168830000000000","7.940000000000000"
"496",2012-02-12,"40.218470000000003","-77.160030000000006","8.039999999999999"
"497",2012-02-12,"40.224290000000003","-77.149280000000005","7.870000000000000"
"498",2019-02-13,"40.179989999999997","-77.186920000000001","8.190000000000000"
"499",2019-02-13,"40.176670000000001","-77.185069999999996","8.230000000000000"
"500",2019-02-13,"40.176630000000003","-77.185370000000006","8.119999999999999"
"501",2019-02-13,"40.195279999999997","-77.184229999999999","8.190000000000000"
"502",2019-02-13,"40.207920000000001","-77.181039999999996","8.180000000000000"
"503",2019-02-13,"40.224290000000003","-77.149280000000005","8.180000000000000"
"504",2019-02-13,"40.234870000000001","-77.141930000000002","8.220000000000001"
"505",2013-02-15,"40.176630000000003","-77.185370000000006","7.450000000000000"
"506",2013-02-15,"40.234870000000001","-77.141930000000002","7.890000000000000"
"507",2013-02-15,"40.176670000000001","-77.185069999999996","7.520000000000000"
"508",2013-02-15,"40.179989999999997","-77.186920000000001","7.570000000000000"
"509",2013-02-15,"40.188440000000000","-77.186059999999998","7.380000000000000"
"510",2013-02-15,"40.195279999999997","-77.184229999999999","7.820000000000000"
"511",2013-02-15,"40.207920000000001","-77.181039999999996","7.890000000000000"
"512",2013-02-15,"40.214179999999999","-77.168830000000000","7.900000000000000"
"513",2013-02-15,"40.218470000000003","-77.160030000000006","7.860000000000000"
"514",2013-02-15,"40.224290000000003","-77.149280000000005","7.840000000000000"
"515",2017-02-15,"40.176630000000003","-77.185370000000006","7.700000000000000"
"516",2017-02-15,"40.234870000000001","-77.141930000000002","8.400000000000000"
"517",2017-02-15,"40.176670000000001","-77.185069999999996","8.199999999999999"
"518",2017-02-15,"40.179989999999997","-77.186920000000001","8.000000000000000"
"519",2017-02-15,"40.195279999999997","-77.184229999999999","8.199999999999999"
"520",2017-02-15,"40.207920000000001","-77.181039999999996","8.199999999999999"
"521",2017-02-15,"40.224290000000003","-77.149280000000005","8.199999999999999"
"522",2004-02-17,"40.176630000000003","-77.185370000000006","7.800000000000000"
"523",2004-02-17,"40.234870000000001","-77.141930000000002","8.000000000000000"
"524",2004-02-17,"40.176670000000001","-77.185069999999996","8.000000000000000"
"525",2004-02-17,"40.179989999999997","-77.186920000000001","7.800000000000000"
"526",2004-02-17,"40.188440000000000","-77.186059999999998","7.800000000000000"
"527",2004-02-17,"40.195279999999997","-77.184229999999999","8.000000000000000"
